price,rating,bottle_name,review_link,source,Designation,Winery,Alcohol,Bottle Size,Category,Date Published,style,vintage,AVA,Region,Province,Country,Varietal
$24,87,The Great Oregon Wine Company 2019 La Chouette Vineyard Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/the-great-oregon-wine-company-2019-la-chouette-vineyard-pinot-gris-willamette-valley/,Wine Enthusiast,La Chouette Vineyard,The Great Oregon Wine Company,13%,750 ml,White,4/1/2021,,2019,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$22,85,Dough 2019 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/dough-2019-pinot-noir-oregon/,Wine Enthusiast,,Dough,12.8%,750 ml,Red,4/1/2021,,2019,,Oregon Other,Oregon,US,Pinot Noir
$80,93,Geodesy 2018 Chehalem Mountain Vineyard Pinot Noir (Chehalem Mountains),https://www.winemag.com/buying-guide/geodesy-2018-chehalem-mountain-vineyard-pinot-noir-chehalem-mountains/,Wine Enthusiast,Chehalem Mountain Vineyard,Geodesy,14.4%,750 ml,Red,3/1/2021,,2018,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$38,93,Talent 2017 Petit Verdot (Oregon),https://www.winemag.com/buying-guide/talent-2017-petit-verdot-oregon/,Wine Enthusiast,,Talent,14.1%,750 ml,Red,3/1/2021,,2017,,Oregon Other,Oregon,US,Petit Verdot
$70,91,El Pino Club 2018 Funky Jory Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/el-pino-club-2018-funky-jory-pinot-noir-dundee-hills/,Wine Enthusiast,Funky Jory,El Pino Club,14.1%,750 ml,Red,3/1/2021,,2018,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$20,91,Panther Creek 2019 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/panther-creek-2019-pinot-gris-willamette-valley/,Wine Enthusiast,,Panther Creek,13.5%,750 ml,White,3/1/2021,,2019,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$50,91,Toil Oregon 2018 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/toil-oregon-2018-pinot-noir-willamette-valley/,Wine Enthusiast,,Toil Oregon,14%,750 ml,Red,3/1/2021,,2018,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,90,Eola Hills 2017 Chardonnay (Oregon),https://www.winemag.com/buying-guide/eola-hills-2017-c-chardonnay-oregon/,Wine Enthusiast,,Eola Hills,13%,750 ml,White,3/1/2021,,2017,,Oregon Other,Oregon,US,Chardonnay
$39,86,Oregon Mountain Estate 2016 Natasha Skov Pinot Noir (Columbia Valley (OR)),https://www.winemag.com/buying-guide/oregon-mountain-estate-2016-natasha-skov-pinot-noir-columbia-valley-or/,Wine Enthusiast,Natasha Skov,Oregon Mountain Estate,14.2%,750 ml,Red,3/1/2021,,2016,Columbia Valley (OR),Oregon Other,Oregon,US,Pinot Noir
$39,85,Oregon Mountain Estate 2016 Griffin Martin Pinot Noir (Columbia Valley (OR)),https://www.winemag.com/buying-guide/oregon-mountain-estate-2016-griffin-martin-pinot-noir-columbia-valley-or/,Wine Enthusiast,Griffin Martin,Oregon Mountain Estate,15.1%,750 ml,Red,3/1/2021,,2016,Columbia Valley (OR),Oregon Other,Oregon,US,Pinot Noir
$50,94,Blakeslee 2016 Estate Reserve Select Cluster Pinot Noir (Chehalem Mountains),https://www.winemag.com/buying-guide/blakeslee-2016-estate-reserve-select-cluster-pinot-noir-chehalem-mountains/,Wine Enthusiast,Estate Reserve Select Cluster,Blakeslee,13.8%,750 ml,Red,12/1/2020,,2016,Chehalem Mountains,Willamette Valley,Oregon,US,Pinot Noir
$28,93,Hyland 2019 Old Vine Single Vineyard Riesling (McMinnville),https://www.winemag.com/buying-guide/hyland-2019-old-vine-single-vineyard-riesling-mcminnville/,Wine Enthusiast,Old Vine Single Vineyard,Hyland,12.6%,750 ml,White,12/1/2020,,2019,McMinnville,Willamette Valley,Oregon,US,Riesling
$22,93,Antiquum Farm 2019 Daisy Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/antiquum-farm-2019-daisy-pinot-gris-willamette-valley/,Wine Enthusiast,Daisy,Antiquum Farm,13.2%,750 ml,White,12/1/2020,,2019,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$85,92,Domaine Serene 2017 Grand Cheval Oregon Red Wine Pinot Noir-Syrah (Oregon),https://www.winemag.com/buying-guide/domaine-serene-2017-grand-cheval-oregon-red-wine-pinot-noir-syrah-oregon/,Wine Enthusiast,Grand Cheval Oregon Red Wine,Domaine Serene,14.5%,750 ml,Red,12/1/2020,,2017,,Oregon Other,Oregon,US,Blend
$65,92,Maggy Hawk 2018 Jory Hills Vineyard Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/maggy-hawk-2018-jory-hills-vineyard-pinot-noir-dundee-hills/,Wine Enthusiast,Jory Hills Vineyard,Maggy Hawk,14.5%,750 ml,Red,12/1/2020,,2018,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$65,92,Nicolas-Jay 2017 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/nicolas-jay-2017-pinot-noir-willamette-valley/,Wine Enthusiast,,Nicolas-Jay,13%,750 ml,Red,12/1/2020,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$36,91,Patton Valley 2019 Chenin Blanc (Willamette Valley),https://www.winemag.com/buying-guide/patton-valley-2019-chenin-blanc-willamette-valley/,Wine Enthusiast,,Patton Valley,12.1%,750 ml,White,12/1/2020,,2019,Willamette Valley,Willamette Valley,Oregon,US,Chenin Blanc
$68,90,Ancien 2017 Shea Vineyard Pinot Noir (Oregon),https://www.winemag.com/buying-guide/ancien-2017-shea-vineyard-pinot-noir-oregon/,Wine Enthusiast,Shea Vineyard,Ancien,14.5%,750 ml,Red,12/1/2020,,2017,,Oregon Other,Oregon,US,Pinot Noir
$14,89,Wine by Joe 2019 Chardonnay (Oregon),https://www.winemag.com/buying-guide/wine-by-joe-2019-chardonnay-oregon/,Wine Enthusiast,,Wine by Joe,13.5%,750 ml,White,12/1/2020,,2019,,Oregon Other,Oregon,US,Chardonnay
$19,87,Wine by Joe 2017 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/wine-by-joe-2017-pinot-noir-oregon-pinot-noir/,Wine Enthusiast,,Wine by Joe,13.5%,750 ml,Red,12/1/2020,,2017,,Oregon Other,Oregon,US,Pinot Noir
$18,90,Valcan 2017 Pièce Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/valcan-2017-piece-chardonnay-willamette-valley/,Wine Enthusiast,Pièce,Valcan,12.5%,750 ml,White,11/1/2020,,2017,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$75,96,Domaine Drouhin Oregon 2018 Édition Limitée Chardonnay (Dundee Hills),https://www.winemag.com/buying-guide/domaine-drouhin-oregon-2018-edition-limitee-chardonnay-dundee-hills/,Wine Enthusiast,Édition Limitée,Domaine Drouhin Oregon,14.1%,750 ml,White,10/1/2020,,2018,Dundee Hills,Willamette Valley,Oregon,US,Chardonnay
$20,92,Soléna 2019 Pinot Gris (Willamette Valley),https://www.winemag.com/buying-guide/solena-2019-pinot-gris-willamette-valley/,Wine Enthusiast,,Soléna,13.3%,750 ml,White,10/1/2020,,2019,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$24,92,Left Coast 2019 White Pinot Noir (Van Duzer Corridor),https://www.winemag.com/buying-guide/left-coast-2019-white-pinot-noir-van-duzer-corridor/,Wine Enthusiast,White,Left Coast,13.9%,750 ml,White,10/1/2020,,2019,Van Duzer Corridor,Willamette Valley,Oregon,US,Pinot Noir
$35,91,2Plank 2016 Reserve Pinot Noir (Oregon),https://www.winemag.com/buying-guide/2plank-2016-reserve-pinot-noir-oregon/,Wine Enthusiast,Reserve,2Plank,14%,750 ml,Red,10/1/2020,,2016,,Oregon Other,Oregon,US,Pinot Noir
$24,91,King Estate 2018 Foris Vineyard Pinot Blanc (Rogue Valley),https://www.winemag.com/buying-guide/king-estate-2018-foris-vineyard-pinot-blanc-rogue-valley/,Wine Enthusiast,Foris Vineyard,King Estate,13.8%,750 ml,White,10/1/2020,,2018,Rogue Valley,Southern Oregon,Oregon,US,Pinot Blanc
$50,90,Willamette Valley Vineyards 2017 Vintage 44 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/willamette-valley-vineyards-2017-vintage-44-pinot-noir-willamette-valley/,Wine Enthusiast,Vintage 44,Willamette Valley Vineyards,14.2%,750 ml,Red,10/1/2020,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$86,88,Hamilton Russell Oregon 2018 Zena Crown Pinot Noir (Eola-Amity Hills),https://www.winemag.com/buying-guide/hamilton-russell-oregon-2018-zena-crown-pinot-noir-eola-amity-hills/,Wine Enthusiast,Zena Crown,Hamilton Russell Oregon,13.5%,750 ml,Red,10/1/2020,,2018,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$28,87,King Estate 2018 Crater View Vineyard Semillon (Rogue Valley),https://www.winemag.com/buying-guide/king-estate-2018-crater-view-vineyard-semillon-rogue-valley/,Wine Enthusiast,Crater View Vineyard,King Estate,12.6%,750 ml,White,10/1/2020,,2018,Rogue Valley,Southern Oregon,Oregon,US, Sémillon
$45,86,Elouan 2017 Klamath's Kettle Reserve Pinot Noir (Oregon),https://www.winemag.com/buying-guide/elouan-2017-klamaths-kettle-reserve-pinot-noir-oregon/,Wine Enthusiast,Klamath's Kettle Reserve,Elouan,14.3%,750 ml,Red,10/1/2020,,2017,,Oregon Other,Oregon,US,Pinot Noir
$75,93,Adelsheim 2016 Ribbon Springs Vineyard Pinot Noir (Ribbon Ridge),https://www.winemag.com/buying-guide/adelsheim-2016-ribbon-springs-vineyard-pinot-noir-ribbon-ridge/,Wine Enthusiast,Ribbon Springs Vineyard,Adelsheim,13.5%,750 ml,Red,9/1/2020,,2016,Ribbon Ridge,Willamette Valley,Oregon,US,Pinot Noir
$30,92,Naumes 2016 Tempranillo (Rogue Valley),https://www.winemag.com/buying-guide/naumes-2016-tempranillo-rogue-valley/,Wine Enthusiast,,Naumes,13.5%,750 ml,Red,9/1/2020,,2016,Rogue Valley,Southern Oregon,Oregon,US,Tempranillo
$55,92,Left Coast 2014 Blanc de Noir Sparkling (Van Duzer Corridor),https://www.winemag.com/buying-guide/left-coast-2014-blanc-de-noir-sparkling-van-duzer-corridor/,Wine Enthusiast,Blanc de Noir,Left Coast,12.3%,750 ml,Sparkling,9/1/2020,"['Sparkling Blend', ' Sparkling']",2014,Van Duzer Corridor,Willamette Valley,Oregon,US,Blend
$40,91,Saffron Fields Vineyard 2017 Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/saffron-fields-vineyard-2017-chardonnay-willamette-valley/,Wine Enthusiast,,Saffron Fields Vineyard,13.5%,750 ml,White,9/1/2020,,2017,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$14,90,Wine by Joe 2018 Chardonnay (Oregon),https://www.winemag.com/buying-guide/wine-by-joe-2018-chardonnay-oregon/,Wine Enthusiast,,Wine by Joe,13.5%,750 ml,White,9/1/2020,,2018,,Oregon Other,Oregon,US,Chardonnay
$55,90,Left Coast 2015 Brut Rosé of Pinot Meunier (Willamette Valley),https://www.winemag.com/buying-guide/left-coast-2015-brut-rose-of-pinot-meunier-willamette-valley/,Wine Enthusiast,Brut Rosé of,Left Coast,12.1%,750 ml,Sparkling,9/1/2020,,2015,Willamette Valley,Willamette Valley,Oregon,US,Pinot Meunier
$14,89,Wine by Joe 2018 Pinot Gris (Oregon),https://www.winemag.com/buying-guide/wine-by-joe-2018-pinot-gris-oregon/,Wine Enthusiast,,Wine by Joe,13.5%,750 ml,White,9/1/2020,,2018,,Oregon Other,Oregon,US,Pinot Gris
$20,85,The Great Oregon Wine Company 2017 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/the-great-oregon-wine-company-2017-pinot-noir-willamette-valley/,Wine Enthusiast,,The Great Oregon Wine Company,13.5%,750 ml,Red,9/1/2020,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,85,Smith & Perry 2017 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/smith-perry-2017-pinot-noir-oregon/,Wine Enthusiast,,Smith & Perry,13.5%,750 ml,Red,9/1/2020,,2017,,Oregon Other,Oregon,US,Pinot Noir
$65,93,Quady North 2015 Mae's Vineyard Flagship Syrah (Applegate Valley),https://www.winemag.com/buying-guide/quady-north-2015-maes-vineyard-flagship-syrah-applegate-valley/,Wine Enthusiast,Mae's Vineyard Flagship,Quady North,14.5%,750 ml,Red,8/1/2020,,2015,Applegate Valley,Southern Oregon,Oregon,US,Syrah
$30,92,Dobbes Family Estate 2017 Grand Assemblage Syrah (Rogue Valley),https://www.winemag.com/buying-guide/dobbes-family-estate-2017-grand-assemblage-syrah-rogue-valley/,Wine Enthusiast,Grand Assemblage,Dobbes Family Estate,14.5%,750 ml,Red,8/1/2020,,2017,Rogue Valley,Southern Oregon,Oregon,US,Syrah
$22,90,Soter 2018 Planet Oregon Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/soter-2018-planet-oregon-pinot-noir-willamette-valley/,Wine Enthusiast,Planet Oregon,Soter,13.4%,750 ml,Red,8/1/2020,,2018,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$22,94,Haden Fig 2018 Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/haden-fig-2018-chardonnay-willamette-valley/,Wine Enthusiast,,Haden Fig,13.5%,750 ml,White,7/1/2020,,2018,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$24,91,Sokol Blosser 2018 Estate White (Dundee Hills),https://www.winemag.com/buying-guide/sokol-blosser-2018-estate-white-dundee-hills/,Wine Enthusiast,Estate,Sokol Blosser,13.5%,750 ml,White,7/1/2020,,2018,Dundee Hills,Willamette Valley,Oregon,US,Blend
$25,90,Landform 2018 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/landform-2018-pinot-noir-willamette-valley/,Wine Enthusiast,,Landform,13.5%,750 ml,Red,7/1/2020,,2018,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$25,88,Oregon Solidarity 2018 Pinot Noir (Rogue Valley),https://www.winemag.com/buying-guide/oregon-solidarity-2018-pinot-noir-rogue-valley/,Wine Enthusiast,,Oregon Solidarity,14%,750 ml,Red,7/1/2020,,2018,Rogue Valley,Southern Oregon,Oregon,US,Pinot Noir
$18,86,High Pass 2019 Sauvignon Blanc (Willamette Valley),https://www.winemag.com/buying-guide/high-pass-2019-sauvignon-blanc-willamette-valley/,Wine Enthusiast,,High Pass,11.5%,750 ml,White,7/1/2020,,2019,Willamette Valley,Willamette Valley,Oregon,US,Sauvignon Blanc
$65,96,Brittan Vineyards 2016 Cygnus Block Pinot Noir (McMinnville),https://www.winemag.com/buying-guide/brittan-vineyards-2016-cygnus-block-pinot-noir-mcminnville/,Wine Enthusiast,Cygnus Block,Brittan Vineyards,14.4%,750 ml,Red,4/1/2020,,2016,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$35,93,Martin Woods 2017 Havlin Vineyard Unfined & Unfiltered Pinot Noir (Van Duzer Corridor),https://www.winemag.com/buying-guide/martin-woods-2017-havlin-vineyard-unfined-unfiltered-pinot-noir-van-duzer-corridor/,Wine Enthusiast,Havlin Vineyard Unfined & Unfiltered,Martin Woods,13.6%,750 ml,Red,4/1/2020,,2017,Van Duzer Corridor,Willamette Valley,Oregon,US,Pinot Noir
$60,93,Domaine Roy & Fils 2017 Incline Pinot Noir (Dundee Hills),https://www.winemag.com/buying-guide/domaine-roy-fils-2017-incline-pinot-noir-dundee-hills/,Wine Enthusiast,Incline,Domaine Roy & Fils,12.8%,750 ml,Red,4/1/2020,,2017,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$30,93,Lemelson 2016 Reserve Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/lemelson-2016-reserve-chardonnay-willamette-valley/,Wine Enthusiast,Reserve,Lemelson,13%,750 ml,White,4/1/2020,,2016,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$14,92,Foris 2018 Pinot Gris (Rogue Valley),https://www.winemag.com/buying-guide/foris-2018-pinot-gris-rogue-valley/,Wine Enthusiast,,Foris,14%,750 ml,White,4/1/2020,,2018,Rogue Valley,Southern Oregon,Oregon,US,Pinot Gris
$42,92,Martin Woods 2017 Jessie James Vineyard Pinot Noir (McMinnville),https://www.winemag.com/buying-guide/martin-woods-2017-jessie-james-vineyard-pinot-noir-mcminnville/,Wine Enthusiast,Jessie James Vineyard,Martin Woods,13.8%,750 ml,Red,4/1/2020,,2017,McMinnville,Willamette Valley,Oregon,US,Pinot Noir
$20,92,Foris 2016 Tempranillo (Rogue Valley),https://www.winemag.com/buying-guide/foris-2016-tempranillo-rogue-valley/,Wine Enthusiast,,Foris,13%,750 ml,Red,4/1/2020,,2016,Rogue Valley,Southern Oregon,Oregon,US,Tempranillo
$25,91,Anne Amie 2017 Twelve Oaks Estate Gamay Noir (Chehalem Mountains),https://www.winemag.com/buying-guide/anne-amie-2017-twelve-oaks-estate-gamay-noir-chehalem-mountains/,Wine Enthusiast,Twelve Oaks Estate,Anne Amie,13.2%,750 ml,Red,4/1/2020,,2017,Chehalem Mountains,Willamette Valley,Oregon,US, Gamay
$17,90,Maison L'Envoyé 2018 Straight Shooter Chardonnay (Willamette Valley),https://www.winemag.com/buying-guide/maison-lenvoye-2018-straight-shooter-chardonnay-willamette-valley/,Wine Enthusiast,Straight Shooter,Maison L'Envoyé,13.2%,750 ml,White,4/1/2020,,2018,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$20,90,Capitello 2018 Croft Vineyard Sauvignon Blanc (Willamette Valley),https://www.winemag.com/buying-guide/capitello-2018-croft-vineyard-sauvignon-blanc-willamette-valley/,Wine Enthusiast,Croft Vineyard,Capitello,13.8%,750 ml,White,4/1/2020,,2018,Willamette Valley,Willamette Valley,Oregon,US,Sauvignon Blanc
$30,88,Anchor Valley 2017 Pinot Noir (Rogue Valley),https://www.winemag.com/buying-guide/anchor-valley-2017-pinot-noir-rogue-valley/,Wine Enthusiast,,Anchor Valley,13.5%,750 ml,Red,4/1/2020,,2017,Rogue Valley,Southern Oregon,Oregon,US,Pinot Noir
$20,87,Chemistry 2018 Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/chemistry-2018-pinot-noir-willamette-valley/,Wine Enthusiast,,Chemistry,14.1%,750 ml,Red,4/1/2020,,2018,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$65,94,Roco 2016 RMS Brut Sparkling (Willamette Valley),https://www.winemag.com/buying-guide/roco-2016-rms-brut-sparkling-willamette-valley/,Wine Enthusiast,RMS Brut,Roco,12.5%,750 ml,Sparkling,12/1/2019,"['Sparkling Blend', ' Sparkling']",2016,Willamette Valley,Willamette Valley,Oregon,US,Blend
$75,92,Geodesy 2017 Eola Springs Vineyard Chardonnay (Eola-Amity Hills),https://www.winemag.com/buying-guide/geodesy-2017-eola-springs-vineyard-chardonnay-eola-amity-hills/,Wine Enthusiast,Eola Springs Vineyard,Geodesy,13.7%,750 ml,White,12/1/2019,,2017,Eola-Amity Hills,Willamette Valley,Oregon,US,Chardonnay
$45,92,Carlton Cellars 2016 Roads End Pinot Noir (Yamhill-Carlton),https://www.winemag.com/buying-guide/carlton-cellars-2016-roads-end-pinot-noir-yamhill-carlton/,Wine Enthusiast,Roads End,Carlton Cellars,14.7%,750 ml,Red,12/1/2019,,2016,Yamhill-Carlton,Willamette Valley,Oregon,US,Pinot Noir
$24,92,Andrew Rich 2018 Croft Vineyard Sauvignon Blanc (Willamette Valley),https://www.winemag.com/buying-guide/andrew-rich-2018-croft-vineyard-sauvignon-blanc-willamette-valley/,Wine Enthusiast,Croft Vineyard,Andrew Rich,13.8%,750 ml,White,12/1/2019,,2018,Willamette Valley,Willamette Valley,Oregon,US,Sauvignon Blanc
$37,92,Dancin 2017 Onore Barbera (Rogue Valley),https://www.winemag.com/buying-guide/dancin-2017-onore-barbera-rogue-valley/,Wine Enthusiast,Onore,Dancin,14.1%,750 ml,Red,12/1/2019,,2017,Rogue Valley,Southern Oregon,Oregon,US,Barbera
$25,91,Lange 2017 Classique Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/lange-2017-classique-pinot-noir-willamette-valley/,Wine Enthusiast,Classique,Lange,13.5%,750 ml,Red,12/1/2019,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$35,91,Résonance 2017 Willamette Valley Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/resonance-2017-willamette-valley-pinot-noir-willamette-valley/,Wine Enthusiast,Willamette Valley,Résonance,13.5%,750 ml,Red,12/1/2019,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$22,90,William Rose 2018 Riesling (Oregon),https://www.winemag.com/buying-guide/william-rose-2018-riesling-oregon/,Wine Enthusiast,,William Rose,13%,750 ml,White,12/1/2019,,2018,,Oregon Other,Oregon,US,Riesling
$15,90,A to Z 2018 Chardonnay (Oregon),https://www.winemag.com/buying-guide/a-to-z-2018-chardonnay-oregon/,Wine Enthusiast,,A to Z,13%,750 ml,White,12/1/2019,,2018,,Oregon Other,Oregon,US,Chardonnay
$16,88,Melrose 2015 Vin du Fermier Pinot Noir (Oregon),https://www.winemag.com/buying-guide/melrose-2015-vin-du-fermier-pinot-noir-oregon/,Wine Enthusiast,Vin du Fermier,Melrose,14.4%,750 ml,Red,12/1/2019,,2015,,Oregon Other,Oregon,US,Pinot Noir
$30,86,The Willametter Journal 2017 Pinot Noir (Oregon),https://www.winemag.com/buying-guide/the-willametter-journal-2017-pinot-noir-oregon/,Wine Enthusiast,,The Willametter Journal,14.1%,750 ml,Red,12/1/2019,,2017,,Oregon Other,Oregon,US,Pinot Noir
$23,86,Jackalope 2017 Merlot (Applegate Valley),https://www.winemag.com/buying-guide/jackalope-2017-merlot-applegate-valley/,Wine Enthusiast,,Jackalope,13.8%,750 ml,Red,12/1/2019,,2017,Applegate Valley,Southern Oregon,Oregon,US,Merlot
$70,93,Bergström 2017 Temperance Hill Vineyard Pinot Noir (Eola-Amity Hills),https://www.winemag.com/buying-guide/bergstrom-2017-temperance-hill-vineyard-pinot-noir-eola-amity-hills/,Wine Enthusiast,Temperance Hill Vineyard,Bergström,13.8%,750 ml,Red,10/1/2019,,2017,Eola-Amity Hills,Willamette Valley,Oregon,US,Pinot Noir
$75,92,Walt 2017 Shea Vineyard Pinot Noir (Oregon),https://www.winemag.com/buying-guide/walt-2017-shea-vineyard-pinot-noir-oregon/,Wine Enthusiast,Shea Vineyard,Walt,14.2%,750 ml,Red,10/1/2019,,2017,,Oregon Other,Oregon,US,Pinot Noir
$35,92,Soter 2017 North Valley Pinot Noir (Willamette Valley),https://www.winemag.com/buying-guide/soter-2017-north-valley-pinot-noir-willamette-valley/,Wine Enthusiast,North Valley,Soter,13.6%,750 ml,Red,10/1/2019,,2017,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$24,92,Division 2018 La Frontière Sauvignon Blanc (Oregon),https://www.winemag.com/buying-guide/division-2018-la-frontiere-sauvignon-blanc-oregon/,Wine Enthusiast,La Frontière,Division,13.6%,750 ml,White,10/1/2019,,2018,,Oregon Other,Oregon,US,Sauvignon Blanc
