name,business_status,place_id,formatted_phone_number,formatted_address,url,website,rating,user_ratings_total,street_address,city,province,zipcode,country,location_name
Hood Crest Winery and Distillers,OPERATIONAL,ChIJg-OAKzYPllQRo25JEjZ9WPs,(541) 716-0140,"1900 Orchard Rd, Hood River, OR 97031, USA",https://maps.google.com/?cid=18111363572658957987,http://www.hoodcrestwinery.com/,4.1,150,1900 Orchard Rd, Hood River,OR,97031, USA,
Alexana Winery,OPERATIONAL,ChIJJ4Cw8WI4lVQRvACw7eJsUjQ,(503) 537-3100,"12001 NE Worden Hill Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=3770195559968669884,http://www.alexanawinery.com/,4.7,84,12001 NE Worden Hill Rd, Newberg,OR,97132, USA,
Raptor Ridge Winery,OPERATIONAL,ChIJl-CXXJAUlVQRr1JaRqrmJao,(503) 628-8463,"18700 SW Hillsboro Hwy, Newberg, OR 97132, USA",https://maps.google.com/?cid=12260459179585196719,https://www.raptorridgewinery.com/,4.6,92,18700 SW Hillsboro Hwy, Newberg,OR,97132, USA,
Kristin Hill Winery,OPERATIONAL,ChIJO1uPS8VNlVQRNmzjlceDf1s,(503) 502-4463,"3336 SE Amity Dayton Hwy, Amity, OR 97101, USA",https://maps.google.com/?cid=6593133272730135606,http://www.kristinhillwinery.com/,4.5,15,3336 SE Amity Dayton Hwy, Amity,OR,97101, USA,
Willow Wine Cellars,OPERATIONAL,ChIJuynalUAMllQRwWeACrgie20,(541) 400-8613,"10481 Cook-Underwood Rd, Underwood, WA 98651, USA",https://maps.google.com/?cid=7888937346115069889,http://willowwinecellars.com/,5,30,10481 Cook-Underwood Rd, Underwood,WA,98651, USA,
Trust Cellars,OPERATIONAL,ChIJqRjEf0kVolQREEtSZ5rCuqM,(509) 301-5847,"760 C St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=11797956142264634128,http://www.trustcellars.com/,5,6,760 C St, Walla Walla,WA,99362, USA,
Seufert Winery Tasting Room,OPERATIONAL,ChIJO4UrqtJFlVQRaT-BcJSNnFk,(503) 864-2946,"303 Main St #1B, Dayton, OR 97114, USA",https://maps.google.com/?cid=6457191634424643433,http://www.seufertwinery.com/,4.6,34,303 Main St #1B, Dayton,OR,97114, USA,
Terra Vina Wines Tasting Room,OPERATIONAL,ChIJyR298GI4lVQREoN3AJmpdJQ,(503) 474-6777,"585 NE 3rd St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=10697361489514693394,http://www.terravinawines.com/,4.7,48,585 NE 3rd St, McMinnville,OR,97128, USA,
Walla Walla Vintners,OPERATIONAL,ChIJmRfDgyg-olQRbdat-p7Asbs,(509) 525-4724,"225 Vineyard Ln, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=13524802945013372525,http://www.wallawallavintners.com/,4.7,59,225 Vineyard Ln, Walla Walla,WA,99362, USA,
Castillo de Feliciana Vineyard and Winery,OPERATIONAL,ChIJ-9G5FrpDolQRdju0bfr0ckk,(541) 558-3656,"85728 Telephone Pole Rd, Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=5292561868533283702,http://castillodefeliciana.com/,4.8,76,85728 Telephone Pole Rd, Milton-Freewater,OR,97862, USA,
Eugene Wine Cellars,OPERATIONAL,ChIJby_TTXMewVQRNIedpeSiiTk,(541) 342-2600,"255 Madison St, Eugene, OR 97402, USA",https://maps.google.com/?cid=4146024034886059828,https://www.eugenewinecellars.com/,5,15,255 Madison St, Eugene,OR,97402, USA,
Alloro Vineyard,OPERATIONAL,ChIJIVweGlYTlVQR_NyQpg103p4,(503) 625-1978,"22185 SW Lebeau Rd, Sherwood, OR 97140, USA",https://maps.google.com/?cid=11447714904800287996,https://www.allorovineyard.com/,4.6,147,22185 SW Lebeau Rd, Sherwood,OR,97140, USA,
Pebblestone Cellars,OPERATIONAL,ChIJt6GS7s92z1QR66BnUiLAP3w,(541) 512-1655,"1670 Pioneer Rd, Talent, OR 97540, USA",https://maps.google.com/?cid=8953085837879779563,http://www.pebblestonecellars.wine/,4.9,36,1670 Pioneer Rd, Talent,OR,97540, USA,
Walter Scott Wines,OPERATIONAL,ChIJPe_To0tVlVQRrgBLxxGt4MM,(971) 209-7786,"6130 Bethel Heights Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=14114471524048765102,https://www.walterscottwines.com/,5,1,6130 Bethel Heights Rd NW, Salem,OR,97304, USA,
Lumos Wine Co.,OPERATIONAL,ChIJQeW2X8JIlVQR_36_D7DaRyw,(541) 929-3519,"845 NE 5th St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=3190759310728593151,http://www.lumoswine.com/,,,845 NE 5th St, McMinnville,OR,97128, USA,
Chehalem Winery Tasting Room & Wine Bar,OPERATIONAL,ChIJzS1-5tZBlVQRvSDGupP2WSU,(503) 538-4700,"106 S Center St, Newberg, OR 97132, USA",https://maps.google.com/?cid=2691453366684754109,https://www.chehalemwines.com/,4.7,100,106 S Center St, Newberg,OR,97132, USA,
Purple Cow Vineyards Winery,OPERATIONAL,ChIJIxjf9hnilFQRuuZurkpC2Ek,(971) 259-8269,"3336 SE Amity Dayton Hwy, Amity, OR 97101, USA",https://maps.google.com/?cid=5321075848259757754,http://www.purplecowvineyards.com/,4.9,9,3336 SE Amity Dayton Hwy, Amity,OR,97101, USA,
Björnson Vineyard,OPERATIONAL,ChIJtw2z3_ZTlVQRAChCPaRISp8,(503) 687-3016,"3635 Bethel Heights Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=11478066470546712576,https://bjornsonwine.com/,4.9,100,3635 Bethel Heights Rd NW, Salem,OR,97304, USA,
Six Peaks Winery,OPERATIONAL,ChIJl0lEEscVlVQRQgTF018uAbA,(503) 341-3618,"19495 SW Vista Hill Dr, Hillsboro, OR 97123, USA",https://maps.google.com/?cid=12682469014761702466,http://www.sixpeakswine.com/,5,41,19495 SW Vista Hill Dr, Hillsboro,OR,97123, USA,
Lundeen Wines,OPERATIONAL,ChIJRR4EL-xIlVQRjy90DCXRlow,(503) 472-3215,"475 NE 17th St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=10130514368869445519,http://www.lundeenwines.com/,4.8,18,475 NE 17th St, McMinnville,OR,97128, USA,
Red Ridges Vineyard,OPERATIONAL,ChIJg3ohQ-KxxlQRMNzBxXHPFdo,(541) 849-3122,"11937 Elkhead Rd, Oakland, OR 97462, USA",https://maps.google.com/?cid=15714694562335284272,,,,11937 Elkhead Rd, Oakland,OR,97462, USA,
Evening Land - Seven Springs Vineyard,OPERATIONAL,ChIJl0wRBORTlVQRXFyvd6utsyw,(503) 538-4110,"4180 Lone Star Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=3221109110459030620,https://elvwines.com/,5,5,4180 Lone Star Rd NW, Salem,OR,97304, USA,
Sarver Winery,OPERATIONAL,ChIJRVhUMOoQwVQR6c3VUO3mTsQ,(541) 935-2979,"25600 Mayola Ln, Eugene, OR 97402, USA",https://maps.google.com/?cid=14145497386555133417,http://www.sarverwinery.com/,4.6,130,25600 Mayola Ln, Eugene,OR,97402, USA,
Rosella's Vineyard & Winery And Home Of SPRETZELS,OPERATIONAL,ChIJReK-87yHz1QRz6obfYO1LlI,(541) 846-6372,"184 Missouri Flat Rd, Grants Pass, OR 97527, USA",https://maps.google.com/?cid=5921870136383089359,http://www.rosellasvineyard.com/,5,42,184 Missouri Flat Rd, Grants Pass,OR,97527, USA,
Durant Olive Mill,OPERATIONAL,ChIJZVw-RMpGlVQR1_yT89FKagY,(503) 864-2000,"5700 NE Breyman Orchards Rd, Dayton, OR 97114, USA",https://maps.google.com/?cid=462264177354079447,http://durantoregon.com/,4.8,37,5700 NE Breyman Orchards Rd, Dayton,OR,97114, USA,
Canoe Ridge Vineyard Tasting Room,OPERATIONAL,ChIJEWQIIoxrolQRoRMLejqYX4I,(509) 525-1843,"45 E Main St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=9394394724641215393,http://www.canoeridgevineyard.com/,4.5,25,45 E Main St, Walla Walla,WA,99362, USA,
Nicholas Family Vineyards,OPERATIONAL,ChIJwe4u94JBlVQRU1dJHmkyxwI,,"9380 NE Worden Hill Rd, Dundee, OR 97115, USA",https://maps.google.com/?cid=200184135502354259,,5,1,9380 NE Worden Hill Rd, Dundee,OR,97115, USA,
Pike Road Wines,OPERATIONAL,ChIJsQUl8WI4lVQRH7c1h2mlyxs,(503) 852-3185,"701 NE 3rd St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=2002876331954911007,https://www.pikeroadwines.com/About,4.8,76,701 NE 3rd St, McMinnville,OR,97128, USA,
Foris Vineyards,OPERATIONAL,ChIJu8Z5jIfwz1QRELnH24QkTrg,(541) 592-3752,"654 Kendall Rd, Cave Junction, OR 97523, USA",https://maps.google.com/?cid=13280592504203753744,http://www.foriswine.com/,4.7,16,654 Kendall Rd, Cave Junction,OR,97523, USA,
Utopia Vineyards,OPERATIONAL,ChIJeT9Adag_lVQR0wWcn6z1x_U,(503) 687-1671,"17445 NE Ribbon Ridge Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=17710394181418747347,http://www.utopiawine.com/,4.7,57,17445 NE Ribbon Ridge Rd, Newberg,OR,97132, USA,
Force Majeure Vineyards,OPERATIONAL,ChIJaeVPBSRdolQRos3L6ozhMAc,(541) 833-3051,"52274 Pleasant View Rd, Milton-Freewater, OR 97862, USA",https://maps.google.com/?cid=518161952498503074,http://www.forcemajeurevineyards.com/,4.6,9,52274 Pleasant View Rd, Milton-Freewater,OR,97862, USA,
Sno Road Winery,OPERATIONAL,ChIJg0Kbhxu5olQR6RnVzz1xp58,(541) 376-0421,"111 W Main St, Echo, OR 97826, USA",https://maps.google.com/?cid=11504288283435014633,http://www.snoroadwinery.com/,4.8,41,111 W Main St, Echo,OR,97826, USA,
Houston Vineyards Inc,OPERATIONAL,ChIJa-saRvHfwFQRizIwIlNzfcA,(541) 747-4681,"86187 Hoya Ln, Eugene, OR 97405, USA",https://maps.google.com/?cid=13870369228264059531,https://www.houstonvineyards.com/,5,1,86187 Hoya Ln, Eugene,OR,97405, USA,
Cerulean Wine,OPERATIONAL,ChIJZQk9KW8OllQRup_P_gKkQHk,(503) 308-9137,"304 Oak St, Hood River, OR 97031, USA",https://maps.google.com/?cid=8737163609870671802,http://www.ceruleanwine.com/,4.6,14,304 Oak St, Hood River,OR,97031, USA,
Quady North,OPERATIONAL,ChIJXxgI__N4z1QR4dFQzk-sZgI,(541) 702-2123,"9800 OR-238, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=173015094464139745,http://quadynorth.com/,4.7,43,9800 OR-238, Jacksonville,OR,97530, USA,
Amaranth RIdge Vineyard,OPERATIONAL,ChIJD7jJUIavxlQReq9W8ft2EiU,,"Oakland, OR 97462, USA",https://maps.google.com/?cid=2671328353441984378,http://amaranthridge.com/,,,,Oakland,OR,97462, USA,
John Michael Champagne Cellars,OPERATIONAL,ChIJn482gWWFz1QRoeC4noU2V9s,,"1425 Humbug Creek Rd, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=15805161364801511585,,3,2,1425 Humbug Creek Rd, Jacksonville,OR,97530, USA,
Sailor Vineyard,OPERATIONAL,ChIJD54X5EEdllQRkVi4ELL_S98,(503) 781-0225,"5525 Mill Creek Rd, The Dalles, OR 97058, USA",https://maps.google.com/?cid=16090235233961007249,https://www.sailorwinery.com/,5,1,5525 Mill Creek Rd, The Dalles,OR,97058, USA,
Evening Land Vineyards,OPERATIONAL,ChIJMfGHd50e7IARRYX0fQqugVc,(503) 538-4110,"1326 OR-99W # 100, Dundee, OR 97115, USA",https://maps.google.com/?cid=6305512313381487941,http://www.eveninglandvineyards.com/,4.4,35,1326 OR-99W # 100, Dundee,OR,97115, USA,
Northstar Winery,OPERATIONAL,ChIJbUxzWDFColQRZ02xVl9QqhY,(509) 525-6100,"1736 J B George Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=1633206185281801575,http://www.northstarwinery.com/,4.6,62,1736 J B George Rd, Walla Walla,WA,99362, USA,
Red Lily Vineyards,OPERATIONAL,ChIJ8RHrmd-Ez1QRoL51UJH1o5I,(541) 846-6800,"11777 OR-238, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=10566559155210272416,https://redlilyvineyards.com/,4.7,133,11777 OR-238, Jacksonville,OR,97530, USA,
Maison Bleue Winery,OPERATIONAL,ChIJCanQdGNqolQRty_7uchwZdY,(509) 525-9084,"20N N 2nd Ave, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=15448878104180371383,https://www.maisonbleuewinery.com/?utm_source=gmb&utm_medium=yext,4.6,14,20N N 2nd Ave, Walla Walla,WA,99362, USA,
Villa Trio,OPERATIONAL,ChIJvZXaQpdrlVQROJNofqaIDKc,(503) 376-7150,"16225 NE Wilkerson Way, Newberg, OR 97132, USA",https://maps.google.com/?cid=12037146152721224504,http://villatrio.com/,,,16225 NE Wilkerson Way, Newberg,OR,97132, USA,
Stag's Hollow Winery,OPERATIONAL,ChIJB_CPzJiSglQR32BuV0dRC2A,(250) 497-6162,"2237 Sun Valley Way, Okanagan Falls, BC V0H 1R2, Canada",https://maps.google.com/?cid=6920714619236278495,http://www.stagshollowwinery.com/,4.3,52,2237 Sun Valley Way, Okanagan Falls,BC,V0H, Canada,
Domaine Serene Winery,OPERATIONAL,ChIJ1UIxLCtBlVQRsGp3EEosvaE,(503) 864-4600,"6555 NE Hilltop Ln, Dayton, OR 97114, USA",https://maps.google.com/?cid=11654520107320175280,http://domaineserene.com/,4.5,277,6555 NE Hilltop Ln, Dayton,OR,97114, USA,
McKinlay Vineyards,OPERATIONAL,ChIJZc74sbpplVQRU0QVC4gdGpw,,"7120 NE Earlwood Rd, Newberg, OR 97132, USA",https://maps.google.com/?cid=11248335489449935955,,5,6,7120 NE Earlwood Rd, Newberg,OR,97132, USA,
Dusted Valley Tasting Room Walla Walla,OPERATIONAL,ChIJNXt3qIlBolQRKpqoPpVmWA4,(509) 525-1337,"1248 Old Milton Hwy, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=1033688905668925994,http://dustedvalley.com/,4.8,18,1248 Old Milton Hwy, Walla Walla,WA,99362, USA,
de Lancellotti Estate Tasting House,OPERATIONAL,ChIJ24f4QNc_lVQRYnXv6Aepxo8,(503) 804-3352,"18409 NE Calkins Ln #6505, Newberg, OR 97132, USA",https://maps.google.com/?cid=10360153844250277218,http://www.delancellottifamilyvineyards.com/,5,18,18409 NE Calkins Ln #6505, Newberg,OR,97132, USA,
Pepper Bridge Winery,OPERATIONAL,ChIJH5S1EzVColQR8lHZ-Cfcytc,(509) 525-6502,"1704 J B George Rd, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=15549482727686885874,http://www.pepperbridge.com/,4.8,108,1704 J B George Rd, Walla Walla,WA,99362, USA,
DANCIN Vineyards,OPERATIONAL,ChIJo3AdgEN4z1QRroEV2LwJoY0,(541) 245-1133,"4477 S Stage Rd, Medford, OR 97501, USA",https://maps.google.com/?cid=10205448937282044334,https://www.dancin.com/,4.5,102,4477 S Stage Rd, Medford,OR,97501, USA,
Spring Valley Vineyard Tasting Room,OPERATIONAL,ChIJkQBNCmNqolQR2zIse4oZPp0,(509) 525-1506,"2 E Rose St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=11330521795073422043,https://www.springvalleyvineyard.com/,4.9,34,2 E Rose St, Walla Walla,WA,99362, USA,
Hillcrest Winery,OPERATIONAL,ChIJ_2TqDSQXxFQRjbWMXQdeF_c,(541) 673-3709,"240 Vineyard Ln, Roseburg, OR 97471, USA",https://maps.google.com/?cid=17804803037559829901,http://www.hillcrestvineyard.com/,4.8,51,240 Vineyard Ln, Roseburg,OR,97471, USA,
Stag Hollow Wines - by appointment,OPERATIONAL,ChIJI1gCFNE4lVQRTSZ9qlOCZkQ,(503) 662-5609,"7930 NE Blackburn Rd, Yamhill, OR 97148, USA",https://maps.google.com/?cid=4928770138057811533,https://staghollow.com/,5,7,7930 NE Blackburn Rd, Yamhill,OR,97148, USA,
Spire Mountain Cellars,OPERATIONAL,ChIJKfZRK10DxFQR2TjvVdyrusI,(541) 580-1999,"774 Hidden Meadows Ln, Oakland, OR 97462, USA",https://maps.google.com/?cid=14031716551849097433,http://spiremountaincellars.com/,4.9,20,774 Hidden Meadows Ln, Oakland,OR,97462, USA,
Yellowhawk Resort and Sparkling House,OPERATIONAL,ChIJjYKBlkJColQR6WtpZMeK-R4,(509) 522-0200,"2901 Old Milton Hwy, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=2231967679326546921,http://www.yellowhawkresort.com/,4.6,125,2901 Old Milton Hwy, Walla Walla,WA,99362, USA,
Woven Wineworks Tasting Room,OPERATIONAL,ChIJW-Q_LBELlVQRudmlKYcxNUk,(503) 307-4800,"614 SW Dakota St, Portland, OR 97239, USA",https://maps.google.com/?cid=5275176995123485113,http://www.wovenwineworks.com/,4.9,13,614 SW Dakota St, Portland,OR,97239, USA,
Andrew Rich Wines,OPERATIONAL,ChIJp0qWGmA4lVQR8xe5ZWoyLIY,(503) 852-6100,"801 N Scott St, Carlton, OR 97111, USA",https://maps.google.com/?cid=9668157932612163571,http://andrewrichwines.com/,5,1,801 N Scott St, Carlton,OR,97111, USA,
DAnu Tasting Room & Wine Bar Hillsboro,OPERATIONAL,ChIJUcYQP7salVQR8_PANElXT8o,(503) 746-4773,"173 NE 3rd Ave Suite #107, Hillsboro, OR 97124, USA",https://maps.google.com/?cid=14577966490750874611,https://danuwines.com/,4.9,77,173 NE 3rd Ave Suite #107, Hillsboro,OR,97124, USA,
Paul O'Brien Winery,OPERATIONAL,ChIJT9CPLikjxFQRoXcXJ_Ps4SA,(541) 673-2280,"609 SE Pine St, Roseburg, OR 97470, USA",https://maps.google.com/?cid=2369435408050648993,http://www.paulobrienwines.com/,4.4,35,609 SE Pine St, Roseburg,OR,97470, USA,
Grosgrain Vineyards,OPERATIONAL,ChIJz6wYvLhDolQRAe3glSB7T24,(509) 876-4045,"2158 Half Acre Ln, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=7948707247215930625,http://grosgrainvineyards.com/,4.8,26,2158 Half Acre Ln, Walla Walla,WA,99362, USA,
LaVelle Vineyards,OPERATIONAL,ChIJ36P7AXQFwVQRKGN8GaJT4x0,(541) 935-9406,"89697 Sheffler Rd, Elmira, OR 97437, USA",https://maps.google.com/?cid=2153657002490618664,https://www.lavellevineyards.com/,4.8,83,89697 Sheffler Rd, Elmira,OR,97437, USA,
Purple Hands Winery and Urban Tasting Room,OPERATIONAL,ChIJjU7rglVAlVQRrOrZ25d-0As,(503) 538-9095,"1200 OR-99W, Dundee, OR 97115, USA",https://maps.google.com/?cid=851319520266676908,http://www.purplehandswine.com/,4.8,35,1200 OR-99W, Dundee,OR,97115, USA,
Troon Vineyard,OPERATIONAL,ChIJy7sXzUyGz1QRps3PJslZWo4,(541) 846-9900,"1475 Kubli Rd, Grants Pass, OR 97527, USA",https://maps.google.com/?cid=10257609821764177318,http://www.troonvineyard.com/,4.6,83,1475 Kubli Rd, Grants Pass,OR,97527, USA,
Va Piano Vineyards Tasting Room,OPERATIONAL,ChIJERCRjTLGuFQRd03y74_oYno,(541) 797-6363,"425 SW Powerhouse Dr #301, Bend, OR 97702, USA",https://maps.google.com/?cid=8818866725248454007,http://vapianovineyards.com/,4.5,71,425 SW Powerhouse Dr #301, Bend,OR,97702, USA,
Van Duzer Vineyards,OPERATIONAL,ChIJS7CEVv2r6lQRX3LpQbbaWa8,(800) 884-1927,"11975 Smithfield Rd, Dallas, OR 97338, USA",https://maps.google.com/?cid=12635370705889358431,http://www.vanduzer.com/,4.7,68,11975 Smithfield Rd, Dallas,OR,97338, USA,
La Dolce Vita Vineyards,OPERATIONAL,ChIJbUpk2zEZlVQRIubeW2siYTg,(503) 902-6553,"The Old 47 Estate, 6505 SW Old Highway 47, Gaston, OR 97119, USA",https://maps.google.com/?cid=4062566183363077666,http://www.ladolcevitavineyards.com/,5,1, 6505 SW Old Highway 47, Gaston,OR,97119, USA,
Panther Creek Cellars,OPERATIONAL,ChIJ6_DGuoINkFQRtrE6yyX_Nac,(425) 892-2153,"14455 Redmond - Woodinville Rd NE Suite B, Woodinville, WA 98072, USA",https://maps.google.com/?cid=12048816915888124342,http://www.panthercreekcellars.com/,4.9,8,14455 Redmond - Woodinville Rd NE Suite B, Woodinville,WA,98072, USA,
Canoe Ridge Vineyard,OPERATIONAL,ChIJD8G5c2lqolQRRBxNCEFs0NQ,,"1116 W Cherry St, Walla Walla, WA 99362, USA",https://maps.google.com/?cid=15334875757764484164,,5,1,1116 W Cherry St, Walla Walla,WA,99362, USA,
The Eyrie Vineyards,OPERATIONAL,ChIJOY09IMJIlVQRpTPMLDeAF-Y,(503) 472-6315,"935 NE 10th Ave, McMinnville, OR 97128, USA",https://maps.google.com/?cid=16579861527650907045,http://www.eyrievineyards.com/,4.5,37,935 NE 10th Ave, McMinnville,OR,97128, USA,
Ardiri Winery and Vineyards,OPERATIONAL,ChIJh7ZyX2UXlVQRhdkMv3f_Hws,(510) 421-2279,"35040 SW Unger Rd, Cornelius, OR 97113, USA",https://maps.google.com/?cid=801640148466719109,http://ardiriwine.com/,5,8,35040 SW Unger Rd, Cornelius,OR,97113, USA,
Paradis Vineyards,OPERATIONAL,ChIJ1Tdr_zLhv1QRTWGWVLyzVC0,(503) 873-9463,"17627 Abiqua Rd NE, Silverton, OR 97381, USA",https://maps.google.com/?cid=3266433251204817229,http://paradiswine.com/,4.9,13,17627 Abiqua Rd NE, Silverton,OR,97381, USA,
Anderson Family Vineyard,OPERATIONAL,ChIJuXKqgmdAlVQRiNqTtgHGRXI,(503) 554-5541,"20120 NE Herring Ln, Newberg, OR 97132, USA",https://maps.google.com/?cid=8234205204377229960,https://www.andersonfamilyvineyard.com/,4.6,25,20120 NE Herring Ln, Newberg,OR,97132, USA,
House of Smith Jet City Winery,OPERATIONAL,ChIJVym2i-xBkFQRikp5JxnbiuE,(206) 745-7456,"1136 S Albro Pl, Seattle, WA 98108, USA",https://maps.google.com/?cid=16252043106402781834,https://houseofsmith.com/visit-us/#JC,4.5,106,1136 S Albro Pl, Seattle,WA,98108, USA,
Daisy Creek Vineyard,OPERATIONAL,ChIJc34l0f14z1QR88DEkRkLZyE,(541) 899-8329,"675 Shafer Ln, Jacksonville, OR 97530, USA",https://maps.google.com/?cid=2406904730300498163,http://www.daisycreekwine.com/,4.9,38,675 Shafer Ln, Jacksonville,OR,97530, USA,
La Chouette Vineyard,OPERATIONAL,ChIJ47fROEcPwFQRmvkED1tgYu8,(503) 990-4974,"189 Ankeny Hill Rd SE A, Jefferson, OR 97352, USA",https://maps.google.com/?cid=17249455466992695706,http://www.lachouettevineyard.com/,5,8,189 Ankeny Hill Rd SE A, Jefferson,OR,97352, USA,
Torii Mor Winery,OPERATIONAL,ChIJ8UWrV7MNkFQRlqCo4hZ-IdM,(425) 908-7111,"14525 148th Ave NE Suite 114, Woodinville, WA 98072, USA",https://maps.google.com/?cid=15213579652991328406,http://www.toriimorwinery.com/,5,40,14525 148th Ave NE Suite 114, Woodinville,WA,98072, USA,
Plaisance Ranch,OPERATIONAL,ChIJ3fBxYM6Oz1QRB3X4VoekgI0,(541) 846-7175,"16955 Water Gap Rd, Williams, OR 97544, USA",https://maps.google.com/?cid=10196330457553466631,http://www.plaisanceranch.com/,4.6,83,16955 Water Gap Rd, Williams,OR,97544, USA,
Alpine Vineyards,OPERATIONAL,ChIJs7GxZ95SwFQRtKmeSwEWjp4,(541) 424-5851,"25904 Green Peak Rd, Monroe, OR 97456, USA",https://maps.google.com/?cid=11425093499504994740,,,,25904 Green Peak Rd, Monroe,OR,97456, USA,
Pinot Vista Tasting Lounge,OPERATIONAL,ChIJGaw4-9xIlVQRmVHvNs-JRhY,(503) 474-6361,"448 NE 3rd St, McMinnville, OR 97128, USA",https://maps.google.com/?cid=1605121840277049753,https://www.pinotvistavineyards.com/?gmaps,4.7,44,448 NE 3rd St, McMinnville,OR,97128, USA,
Redgate Winery,OPERATIONAL,ChIJBx6kbiIFwFQRA8iCQBEK__c,(503) 428-7115,"8175 Buena Vista Rd, Independence, OR 97351, USA",https://maps.google.com/?cid=17870012915642451971,http://redgatevineyard.com/,4.8,56,8175 Buena Vista Rd, Independence,OR,97351, USA,
Freja Cellars,OPERATIONAL,ChIJVzxTuDQUlVQREoMakvWZRbU,(503) 628-0337,"16691 SW McFee Pl, Hillsboro, OR 97123, USA",https://maps.google.com/?cid=13062015574255239954,http://www.frejacellars.com/,5,2,16691 SW McFee Pl, Hillsboro,OR,97123, USA,
Teutonic Wine Company,OPERATIONAL,ChIJg7jDEtGglVQRwq0Z4EaYDfM,(503) 235-5053,"3303 SE 20th Ave, Portland, OR 97202, USA",https://maps.google.com/?cid=17513821956088638914,https://teutonicwines.com/,4.6,93,3303 SE 20th Ave, Portland,OR,97202, USA,
Syncline Winery,OPERATIONAL,ChIJ5atICDUXllQRd8-GQswUDwg,(509) 365-4361,"111 Balch Rd, Lyle, WA 98635, USA",https://maps.google.com/?cid=580705744476098423,http://www.synclinewine.com/,4.4,58,111 Balch Rd, Lyle,WA,98635, USA,
Durant Vineyards Tasting Room,OPERATIONAL,ChIJWRS9kbVGlVQRjAJ9THjYOSU,(503) 864-2000,"5430 NE Breyman Orchards Rd, Dayton, OR 97114, USA",https://maps.google.com/?cid=2682413064266777228,http://durantoregon.com/,4.6,116,5430 NE Breyman Orchards Rd, Dayton,OR,97114, USA,
Bryn Mawr Vineyards,OPERATIONAL,ChIJu1Dq351UlVQRtlivmyGUTio,(503) 581-4286,"Call to book reservations, 5935 Bethel Heights Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=3048536869843196086,http://www.brynmawrvineyards.com/,4.8,101, 5935 Bethel Heights Rd NW, Salem,OR,97304, USA,
Sunshine Mill,OPERATIONAL,ChIJ_1GVKQ0ellQRa2S7FOexXJU,(541) 978-9588,"901 E 2nd St, The Dalles, OR 97058, USA",https://maps.google.com/?cid=10762672815552029803,http://www.sunshinemill.com/,4.7,112,901 E 2nd St, The Dalles,OR,97058, USA,
Le Cadeau Tasting Room,OPERATIONAL,ChIJjfrmag1BlVQRyt1G08zIflU,(503) 625-2777,"1326 OR-99W Suite 101, Dundee, OR 97115, USA",https://maps.google.com/?cid=6160582122332937674,http://www.lecadeauvineyard.com/,5,15,1326 OR-99W Suite 101, Dundee,OR,97115, USA,
Treveri Cellars,OPERATIONAL,ChIJ6zX2Hy5-l1QRa3iXwQVTJ9w,(509) 877-0925,"71 Gangl Rd, Wapato, WA 98951, USA",https://maps.google.com/?cid=15863739496623732843,http://www.trevericellars.com/,4.7,339,71 Gangl Rd, Wapato,WA,98951, USA,
Anahata Vineyard,OPERATIONAL,ChIJAzzFOC9VlVQRQozyLqf3FaU,,"5900 Zena Rd NW, Salem, OR 97304, USA",https://maps.google.com/?cid=11895686288188279874,https://www.atthejoy.com/anahata-vineyard,,,5900 Zena Rd NW, Salem,OR,97304, USA,
Phelps Creek Signature Tasting on the Vineyard,OPERATIONAL,ChIJKdfJJckJllQRVZJ65ZVUMQA,(541) 399-7928,"1808 Country Club Rd, Hood River, OR 97031, USA",https://maps.google.com/?cid=13885276635697749,https://www.phelpscreekvineyards.com/winecountryexperiences,,,1808 Country Club Rd, Hood River,OR,97031, USA,
Kriselle Cellars,OPERATIONAL,ChIJV4EakXaJxVQRF83dTo7CS3k,(541) 830-8466,"12956 Modoc Rd, White City, OR 97503, USA",https://maps.google.com/?cid=8740293418306882839,http://www.krisellecellars.com/,4.4,68,12956 Modoc Rd, White City,OR,97503, USA,
