photo_reference,place_id,height,width,uploader
AW30NDylJKKY5wZBDBgyMyeXwtH-Fd2t4TBl8IxvsXVR91BZrLuE5dCmBr67eerS9mlEfMxzEQoHz7pgkOHrkVUHVL2RHKqPZl9zKZcRd-uxirmXR-ILZLxMPVSD0OFneo4MRb25FLqgpLEWgRkla19rsTa0iQ2voPIgSs0i4YQl2-XmGBXA,ChIJEZsIboQIwFQRNy3yOiTKe_Y,526,640,"['<a href=""https://maps.google.com/maps/contrib/109494415864664232900"">Jared Virtue</a>']"
AW30NDy1mYCeU3S4ukve6rZjZK9SgbDn6ZFW6HsI__mdNtZVVCmdOLvO0TUGPpDsQa1TomDUOsICuVG4JOHGKLRs45QFZrZ0QS0G-bDL1etKsWnUi-_C0495YFq2kKrK3IMYPQ7W9W_YI_1fZrJEKa8fy2mJCeue5RX-oEOh9mLNS-HJZcqj,ChIJEZsIboQIwFQRNy3yOiTKe_Y,6417,4174,"['<a href=""https://maps.google.com/maps/contrib/102611355310719783425"">Willamette Valley Vineyards</a>']"
AW30NDx8U9lRWVccoFtswhrBN7osVRWfpkjHQlTSSSmcbObicwK3VA8HEzc5x067Wl_bhcZi0L5OVyDIRDM8J3x8Sz8qaPLmFY3m-WOpjtkVLfZUAhCh2PX11KAdC_iEo7phJP_cxu_0CLsY61mwn4o4ACGP8WAFVfb8ItfZYF8K8ZytmSR5,ChIJEZsIboQIwFQRNy3yOiTKe_Y,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/111632295409506820758"">Brian Riordan</a>']"
AW30NDwla6gGYWQS3tG6wnMYcaJJ9MkmgLa_SQb5PQqFD3Z8P-NmROG7Sd-IzK5O8ev0cXb1pzTqBFWnLoIvc_VuB-cSwLbhyyis18v2aLe2byncoA_wOTz2AuTVW2Q_zvrGsYKtvJRyN445pAvedzkMJzEV0eKmiZ_A8M4u7kuXfgynrljj,ChIJEZsIboQIwFQRNy3yOiTKe_Y,3072,4080,"['<a href=""https://maps.google.com/maps/contrib/113650406548877503794"">Oanh</a>']"
AW30NDzr0SptrAHo22HI4WDeyyMapwIb_ZuVCIeSmuYjCXosJxs0qLKHF9tFHZAhVFf_HS-oKKmQzAmyiJ7e_uFMes2TDJHk1WaC4pW2KMoZDCyzyeEHICIWPuybQl3zb619sIeDYlrIgHd0FLMCcAKZSI6c12XVUYJL9bW9uLTzgPCfiHGi,ChIJEZsIboQIwFQRNy3yOiTKe_Y,1816,3339,"['<a href=""https://maps.google.com/maps/contrib/104697816396885891832"">Trivikram Kamat</a>']"
AW30NDy9ERMBeKOezI9gha2hGfupHTo_yAKD9vgbcLdH5YUPS8GwUfDwBzXQNgxoCxF_hCjxBcEq3UdxKsRWPxrMSrqbaAzh2LFI-JSlK4fdBtt5zEO-KexlMnxOpkcheQmVVdUKMUjSCUmvPFCcUPCn0zGZ3vf9fS_KpfPQjQo_CWzJZ3f7,ChIJEZsIboQIwFQRNy3yOiTKe_Y,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/100208066260167946255"">Michael Brown</a>']"
AW30NDz4d9y6WmYxUsaNpm7xpNtBMm7kGJCqUKy299X44Sxkd7KnzJml4dyC0cf7QaXn0c3rTHrIXo4BmTHOWNtYu7La86lzX9F6yirgmHtKgK049fVPRWtQ6Sf-2Y8rOnInzuzm3Ea7Omagf59YM_qNrQi4D1SG38IjGfggWf-TKO52Itd3,ChIJEZsIboQIwFQRNy3yOiTKe_Y,6720,4480,"['<a href=""https://maps.google.com/maps/contrib/102611355310719783425"">Willamette Valley Vineyards</a>']"
AW30NDx2M2h1QjN1gZ9MCuJz612FSmNZzPgvY2qm2nldUAcADafqpYM_5Jga3lOJ9wlVTNsbeMmp0oddbWxRRFOy2S_HKLMp7AO_dHRGnaYkIVRpXT5on_sej7yL-ZXIZZvOlGguBl_wAZzU9jEKX2pHmP68zMyN_eLycR7GmCssHGcs9BAt,ChIJHz-6LEl7k1QRuKFd1uD6cRg,2136,2848,"['<a href=""https://maps.google.com/maps/contrib/112850646691504779398"">Gerardo Arnaez</a>']"
AW30NDwevSWh6BYn_J-2vHXqL-gWPnudhbfB2-j1V-0pNldYKRCtfibyza8_nZxJ1LXP4tL0OvjLnzGwKk3G2QdlafAPvBVKQv7576ucf2GJUYBZBBxx7SZK7QCIbfMN1-ME2ePxTmA3U27kIDUcsDzC1wdDIdQp7otTItP_RroBOLDVj-4f,ChIJHz-6LEl7k1QRuKFd1uD6cRg,2848,2136,"['<a href=""https://maps.google.com/maps/contrib/112850646691504779398"">Gerardo Arnaez</a>']"
AW30NDyFfiT7qfw9ZRoaz39sd8pwAlgfrPd1NzuqLzryzXGMEK55yvWER9JWGmxaGyFdjJRN5bg_FcGPGlBr4oB0eTK-6IAIS1a7ns6FXeW2PXToMPzOnL9jweqP4Urpf4Wxucu5m2qRcxjLU12VpsfSAtvS0S-mqdD2sb4fNWAXcD5XtZKu,ChIJHz-6LEl7k1QRuKFd1uD6cRg,2136,2848,"['<a href=""https://maps.google.com/maps/contrib/112850646691504779398"">Gerardo Arnaez</a>']"
AW30NDwkO-Dkq2gop5m0QEZ078_SNiqzyF1EMazBhAPMF5F5cXynOgKwkrLMnjv7WPFx3tIhQQ0zKgCEWcoKqipmc6mgn1DvPX6idHCoRegdIrM0D8e1kx0M5We_IHR81cg-YoPW0sNRZ9c68lSfTH3fXevEeg4h3ry6GagfckiEo6csB4Di,ChIJHz-6LEl7k1QRuKFd1uD6cRg,2160,3840,"['<a href=""https://maps.google.com/maps/contrib/113710463248605745821"">Jessica Decker</a>']"
AW30NDwpTtGZlm3dUb9BMMD7zTaUGLlxd2Yby-w3lI0lMXAnFJ0wiy8GfOkzrppa2Ob3PQLqymhouP0Te6SIvJ3kjkaiSl10IVNHqgFMybsxcH1lj7pOeeY_jfM607v3AS-Wh7SBLdpS6tsTbXb_hRvkDojkGiByawYmFwdMojGSEEaBvsqx,ChIJHz-6LEl7k1QRuKFd1uD6cRg,3006,5344,"['<a href=""https://maps.google.com/maps/contrib/116564277944496532737"">Anastasia Starkweather</a>']"
AW30NDwtzd3p7z5l_P1GlycmyL5MM0s0NrXjcnV1E4Y8dDh9o6zHFKy3_gPzrpvdxxvssRG1ckQxaEUOdy-r6_LQICqYNsJgQ8HJtrC4iGbQrjyN6C1XDYVNLyw8c_TBEzsHFBkzNefjFXtyFLSvdCFS2HF8UAortzO-Tzy2MpRVQik0cu_H,ChIJHz-6LEl7k1QRuKFd1uD6cRg,4032,3024,"['<a href=""https://maps.google.com/maps/contrib/109625422634595696008"">Steve Polzel</a>']"
AW30NDw4z3_YbAA9OjWUI-VhEm7w8rUpxBcE7zXe8dq_mS7ot_bts1AjT7jLz0JOPLFgyTD4TCK62psZAimba6eqw6taagDcGDpghaXFxjw28Koh4ISwThT-S14j_am43PBdW8h_EO2GYnrtQrHZ6fObl0_a71_Ant7dxC1ItUQ92XJVoy3S,ChIJHz-6LEl7k1QRuKFd1uD6cRg,3264,2448,"['<a href=""https://maps.google.com/maps/contrib/108160825473428223807"">Svetlana Kerrigan</a>']"
AW30NDyemWY0U8xWbYl_z2q0qY6x2CRT5NVO3UCZG-LV8cpK2MInCCmCuK2aRqFl3AqGy17DYu2Sy5pJVjE6eDXfqC8s4rFtDsA6UuqOwYD9pvRPEOqFq4O-CfFwUze83r_nPXeRQWs12JxnNK90O3cNw0gqWnRqFQn8gALpGTZ1ry3p67Jn,ChIJHz-6LEl7k1QRuKFd1uD6cRg,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/109625422634595696008"">Steve Polzel</a>']"
AW30NDwbF5wpSG5ifMjDPnYHoNyQzSJkHFoZfVRY8Df8QiyZOaJOgx9DmGIPRS3x9WR8rMetcc1EHAzyzKfqgHoISwudlqyiF7-dA88JqOG8i29UyL1STpFyZOQOntTVFTDICIjd6EZCI47DWSp_26CZA39d1-J9Xpr84Bi3xv8nGyAa1tZ6,ChIJHz-6LEl7k1QRuKFd1uD6cRg,3264,2448,"['<a href=""https://maps.google.com/maps/contrib/114123736695973599547"">John Ransdell</a>']"
AW30NDzfHsFLREOQaaUUGqv1uaHNW9hEqhu7oKKALeFIUySJBxdryNGZ9mrzR4pdNCLCM_ibKhxUShQHKm58Ky8dXiN3ZS1CycbzAMzpIOdx7ZVhymtRYorKgxR4i86Uj7JMAemYlzLOerZMFJIdSn2no5zEf5csNsdSeIn777OWOva9btq-,ChIJHz-6LEl7k1QRuKFd1uD6cRg,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/109625422634595696008"">Steve Polzel</a>']"
AW30NDwrkUoQcJHCa1njMXka4tAspY0iS_u-OvRwgVpXYECStNIwJ-2GtZ3j323f_aovEkyNryXhaBsLitW8hcFLRbKk4LdZF8p2BRhOWZ-EMXjZKJsOeu2hQGVD7cKZomLNveLUDXjcJfX3WjyzytZXNJR-HqCNUq5EgbYeUWRhYBAX45X6,ChIJn5MXyjQ9lVQRvfzTTYvgfSI,3120,4160,"['<a href=""https://maps.google.com/maps/contrib/101010732222846372656"">Rey Ramirez</a>']"
AW30NDyoGzJ1g9mwUzy3yxPhiAHDNOpc9iDe3-wIPtp0-p6tJwpcoQt-WMc-DHMSof6BU7qZ4HYSn7cRtAitaCqzczad4ddMObFXdzEo897VikpgFtWlN5wSUiAJeL9ZEhve8PVTZKg6AH8bOFD65qMmdFfrixVhyIxpWFQu2sxd0AudbuKr,ChIJn5MXyjQ9lVQRvfzTTYvgfSI,3000,4000,"['<a href=""https://maps.google.com/maps/contrib/106863373774962240349"">Jimber mendoza</a>']"
AW30NDzhOLOVyeNLRhuGI9Jnkmd9t81Sw__RbWmJOIADqXcccZw262BDyO6olziqjKTKGG7TXB5xWPA6MQnT4BJ-SQGe1Rq1T2QIERz2DUObl97fqGdWVI0BMpt35FmxJz2T5SxAxcUTN9YhirKQuKuZHnq3WG8BSuMz-8zrc5vvrkuDWrzb,ChIJn5MXyjQ9lVQRvfzTTYvgfSI,3120,4160,"['<a href=""https://maps.google.com/maps/contrib/101010732222846372656"">Rey Ramirez</a>']"
AW30NDxilsnqfiq9HsfnRtesq0_D825eWQz41LHqJNFN1itfORGbQXjp-yh8ka-n0YzdeXxP90DyOinQw_gnjm_X4bcs_XG5zikQGOjW167za2BrLq78CEpti6tgY4CcpnenxLEIDLKd0ocZ-C1TsNBiTtb3cVejWd1JCJkYAX7wJx_IV1rU,ChIJn5MXyjQ9lVQRvfzTTYvgfSI,3120,4160,"['<a href=""https://maps.google.com/maps/contrib/101010732222846372656"">Rey Ramirez</a>']"
AW30NDxlIsZz5cSRbAStS7fPvhivC0-02OTmZXemXMkpNWJQEOW9CyQrOp6Js7LmS1ofaJgy1CuExk9qboV9mVsdE_WLLnAtnV0vy8yRw8R3SYVLU8fl4NKaKCH9lZoU3MJM4KslYFHwd8ny67UiMKaYIzutdU9G3peN4rmUYrYQOVCU7v4S,ChIJn5MXyjQ9lVQRvfzTTYvgfSI,3120,4160,"['<a href=""https://maps.google.com/maps/contrib/101010732222846372656"">Rey Ramirez</a>']"
AW30NDx6ukjkyo7h82xX0tq-yN-U-fgsk2s2M7hCvR71lT8a--2A_9Fgwrm7fcVrPpG4MTH5ODEItTHHGe1SAxOCIpHDGLYzXMlx8pGBySrClh5hrA-FSEvDwLAWPiFfrzvY7n_45MU-UmZ5Vty7S6vDNyS9uZm8p7488AewznVzHrHJpOH3,ChIJn5MXyjQ9lVQRvfzTTYvgfSI,3120,4160,"['<a href=""https://maps.google.com/maps/contrib/101010732222846372656"">Rey Ramirez</a>']"
AW30NDwTyE8vgXCJbLajSmTGfKWTM6hTw_tY8OzeqSvAYHGdOYsQjF0rIMzGj67If5aeXM23RR6RkG4sqkaRB_fNieAdkYelUh17bBaPyLR6KKr7U4gDnSkuRs00KgBp3cc_bK3wF1nbAHDelzvIvh6AxVyWjo2PzTv-8hZcAyemCdKNTvF6,ChIJn5MXyjQ9lVQRvfzTTYvgfSI,3120,4160,"['<a href=""https://maps.google.com/maps/contrib/101010732222846372656"">Rey Ramirez</a>']"
AW30NDwHsLW4TLuSA0G32GR_-oOQ75AqHy6LMrXiSVR81G6lMDzCHG6w1iCl_QFhCCgNdbWMx5WztgA5J5nNtP3TahFhH105QkPQlQJE_DvjhEjdgYmtShKVm0td-WGUTzc7jKqrXvGjBOPSjlKozooF-aDVRh8VHt78w-kYSO5C4T9Qu_nv,ChIJn5MXyjQ9lVQRvfzTTYvgfSI,3120,4160,"['<a href=""https://maps.google.com/maps/contrib/101010732222846372656"">Rey Ramirez</a>']"
AW30NDzyw_D4epftjKZt2HXe088C-79UqHpmw90Kf7GAHb6SgZkJeJpZTJyq9KKwRxdk8MxnRMZ9Hid-lA5kscJ2DkIokWXLGo6oPto3GN8NaGkcj30CEvTtX-536-fOyXgz0Vy71IHPlrvQp4smC2hSc5XzUyy69rlo9ROkQkVwF3ypmVwk,ChIJhT7oYChLtokRzp5E4UnUzHg,1536,2048,"['<a href=""https://maps.google.com/maps/contrib/109623971670675989743"">Idylwood Grill and Wine Bar</a>']"
AW30NDxGBq5MjSVpT3K09-245kueayIpn_y0xlAXc-SkKRiOU1K1scqciV3Bv2wgA1YdVKcPv7Ju6rhUiHgep_bN3ArJw2izB7lTZOhwlXy8FNPj73IyJy_G_0Q8Ti1vLLVmSttusNnyjZbxGOvRHjGsVXG7fwimc22LIS3V9h5OrmS6UZM_,ChIJhT7oYChLtokRzp5E4UnUzHg,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/109623971670675989743"">Idylwood Grill and Wine Bar</a>']"
AW30NDzL6vrsLnRhTPsDJZvevg12siu4nFDc-7HKOcrLWPzRccYrRpHb7Vz_RQG_E-fkIgRfkq7HaBN0vCWf0EaRybxsj8TuQu5MVLDhE6HMXbS5JMAiH221xfcwWQtelZirZXDkDC0VX82kR8O7DGIw1ozF7p56Qz_iwd4HglapeY7daIc0,ChIJhT7oYChLtokRzp5E4UnUzHg,2523,3368,"['<a href=""https://maps.google.com/maps/contrib/109623971670675989743"">Idylwood Grill and Wine Bar</a>']"
AW30NDyaISyJ-XWy0M0GoBY2qJWgbUFxjgWy7T9uveEc5USBwhRyEht-XEeNUQaCNAW9isO1Si5zngE6PTlZg2fSR5F-UV7uVE0kA_EH0h3V63uvQGsZ3GjXR2-OrUq65JfBTE_kWRZfniM7n6oSw6BiK7UspVeO1vx4rOl4EauZtsaPwPtv,ChIJhT7oYChLtokRzp5E4UnUzHg,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/111854351440576760838"">Mon S</a>']"
AW30NDwcKLGmcuW0imGxkEwMDS-wJ2p--63dWekFxQuWjAVqGGetI3EZ_C13oER7x-w4Tz4t1K0tpW_xLXutG9G6y9irC03Cehu-D4rbLIQ3rqm8PMhO6nqW-jgr5XOZw27hmA7ypxqWRbZ4Zid3sXKANulfaq2weSeuRxlWNFBLkjU3ppfa,ChIJhT7oYChLtokRzp5E4UnUzHg,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/103549140685219969592"">Au Miss</a>']"
AW30NDwpap6xKW9RtVP-h3feX5fUWlFBu4_eAHyMN2xrDl_FDHz13VUCLFCz3pQ7Y0mMlwAJOdgg6iGnATfrB7nrzOD2Qz_ROhWvzbXez49z5srbkbdGeh6zFf71m_EUWsRVZeP4-tRF9b0_O6tQ2ezK9AjPX7E_7GFT37Oob5T-Az1Rb36t,ChIJhT7oYChLtokRzp5E4UnUzHg,2769,2580,"['<a href=""https://maps.google.com/maps/contrib/110388416143795677381"">Michael Pollack</a>']"
AW30NDwJWD8Jhnm0d8oEGgycuP95i580IFT0u6G8uixTThpLUFrpSK3unv-mj8gDt7jskjc9Hc8My3Xr2iSWuI2MF9oYCNb3DocHyUPnE8YQc-Dr1NnATmrcBu3asGZBaGPAvWB9z2Nq5dypWO6U7dQdVty_wjX0G_P3Yw3dcd_GJPm5kq4q,ChIJhT7oYChLtokRzp5E4UnUzHg,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/109623971670675989743"">Idylwood Grill and Wine Bar</a>']"
AW30NDxRyr0Nq49hHMD1FTqFHaF5ucCHkoBZ_3c4sXOCRqcO9k_kAZkIazprPChM3uQauE3OW1wU-hMS0P6Xh_fr-g7Tril8eEp9EY1ikS46f267HTt5ci8r7ziKEbtbJfYaxsLjcX2ze7zix6ojV1HYE6ErdZ8ZY11zb9jEEEqtFPfrI5DI,ChIJhT7oYChLtokRzp5E4UnUzHg,2434,2580,"['<a href=""https://maps.google.com/maps/contrib/110388416143795677381"">Michael Pollack</a>']"
AW30NDyJp5iM9nJ_sEfr9qvCIPYL4EFYtgsr9VDt6wPKyTyor35pvgjV29WUeVhsjBR-RIPgiR1kA86PgL43lS-i4Iowcahfi_qIMx6uDW4RBgvvtP5EVFp9-McT73Vkl5ZaoaoX6XsRzaP-Fkx34A6fB_B7SQe9Mk9qcb_KiiWrCM-X_6La,ChIJhT7oYChLtokRzp5E4UnUzHg,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/109623971670675989743"">Idylwood Grill and Wine Bar</a>']"
AW30NDztMdQXZoeBcqtnoJ6SvdwU2YjQgHzLSSrDMFGOnliizfpSflKrmvjEMrhCNGqKuZ3_FXa5rtbFUSgOsXgG6LBQGDSjNEpkYUgMEj31KJDuhWSodPdjQeePKGqzBJMcbHSgdVB2Mw6HChj7Irxn59JMgcPT1rqh2_ISNi2Oe1MFrJaf,ChIJhT7oYChLtokRzp5E4UnUzHg,4080,3072,"['<a href=""https://maps.google.com/maps/contrib/114528412108974857346"">sdgainesdc</a>']"
AW30NDyaN58OnJnAvM02GNAVKWUoceebI0VSUkCRh_tB52nAMKMwA6CVp7et9IPj7mRF9nUU3JQPO-KUN5BQLWJRvdmSGaWYbYkwTWT0JG5zWV2pIbsCJAvKOQ9_GXLdNqCVbZP3Q67gFrss38bgKDli1O_bxPKWHaOVbPA2HLb3MzsU3fU6,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,960,1280,"['<a href=""https://maps.google.com/maps/contrib/103786511933879252332"">Carolyn Lonsdale</a>']"
AW30NDzS6DiW9Eegg4jASLiLp4znlI43Z5Xp1CaNjbemK9Ma3dDtFguHmrI7CBMXwkj_8NZqTBQcZXHKc94BqUgKXhXgBwuM27p4WzkR0EkU6_bpcUci6NI0X4tknasqy0WpE8Rbqxt4FDUzm4pWMERSzJcoyihcD58h_JqhLxJ4MM3Jxk12,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/101914927410313536501"">Mika&#39;ele Keni&#39;</a>']"
AW30NDxfMmO2B3iRfUb_bUODkRfyd8_y29qSwNkOPhk3CTIxKWTrhldJQFHo8hyzLnUgghjVmDReaSDtI_pPlI8NCACPR8ajxRCM2oKzNONmVQDVsQktRdH5LhZAJlf3lYDKepY4JSk1Gh9ON0FpDS0-McCs9ml-v-5nOs1SFUp5Lcn_iivi,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,2924,3899,"['<a href=""https://maps.google.com/maps/contrib/116744359378434072525"">Cheng-Yee Lin</a>']"
AW30NDyHsIrQ95EcfIphw9janoHcoFh0EBmvg0g5FZdErDREJmdIOkyPEC5PkRH4H5mru9boEVhN6h1G1XC7Nh-UAs_1tbrHDJ_gUnfidBns4Q8MJFsShDKqUtxzbr7YTb8i-_zlwXav8qsuNDfvSkoTaeYw0flKocntbQ2CoLz72x_23wCI,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,3036,4048,"['<a href=""https://maps.google.com/maps/contrib/107130170804804223846"">Daniel Rouquette</a>']"
AW30NDz8FCru3zj4QaQVfF6t0UzKevJ15htQZukmDKmjgPq4idyCfM30X5rZirJmGSRbI8TU3h2QeKomSRH0OhP270eUsfsESnb1a24iioWncD20FbC4ZqPG0Ju4YBeaf5HjLowJPE1vm9d0oub_Sm4q2duoC-z3151GVg5Py_WM3lRNm68M,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/104085125241216721285"">Scott Vessey II</a>']"
AW30NDxFC3fKkegodgfVgQgXC590IKWbbqjwa2j65X-e8wN6yQ-7DHE5yomHZ1jW5P-IXtx7hFKj28xhsjTMtU6PBCtt16UreGrsnJwZdaxRwPdgJ29c-yAoklDvMB5Gim7mXg1y4PyTXkFHeHo0LpP9MQmxk9i4BpTznCiqHR71uQciPZ3A,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,1367,2048,"['<a href=""https://maps.google.com/maps/contrib/105201141745200764258"">Karina and Maks Photography</a>']"
AW30NDxgAsBgNBvqj3HfLERf3A197b6xq7k7kwBy29ftS66IoZplHj3sVbR_4D97T0OCfuwMinAJGf9EmExPKkCaEW8tka26flD8sJ_Z-MoM4MIiLsal8HMKQJgX6deCQOico34UcOouIS8iIjh5zZo15402faGxjrVLV-eamXkX6JUSYDYO,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,3036,4048,"['<a href=""https://maps.google.com/maps/contrib/116744359378434072525"">Cheng-Yee Lin</a>']"
AW30NDwEvCNseT-y8kYdlsazL4VT4hyNCKZLWtcQoauerIp8EGfRF49n4Euavb_o7aKYR6wTDicrdxkqdEaPpcSi0O1ht9FXtGBIQTOhEfdpPQHjUNX_BxcycLnMMsIk8jhhaPkpeTRSXWxOp4CAG1uaScw8jnyjhfy7-ntcPsmUF2Zh3kg,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,1816,4032,"['<a href=""https://maps.google.com/maps/contrib/110655269110937615246"">Jennifer Gonzalez</a>']"
AW30NDym00DVqX_rWzz1fVnPGANSL5PyzJMQfW2JpQTQC3Jy0zsTMt4jMPC5ENjOlNDoPVb1XijSdUXxexpsEC-tmOWqn8NFMdElUv3JKTbuLhhHCVl5e4FfhTaqRceHcZGr5QrubtAGh58HwudqVJUVwdE6Eq7ewdbj13zSlHXAeCXFUaTQ,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,2988,5312,"['<a href=""https://maps.google.com/maps/contrib/113189132648016843832"">Kris Nelson</a>']"
AW30NDzhA4WMCWyBCAFLQ6yFzMag6nutXcs9AeXw0g_4TBnsAp1oAjhAA75km_OduFcxrqZzJhV84vKLKVeBt3OKLrkEUTWY2xqKa0zdgL3Yo84WXnFh1P718vy-bJJUSahlbFa4VdpjCINOl9QrgnXwClX0InjXch0t2JQC80R4GDPyMzz0,ChIJ_ZDTaZZzlVQRBnA2k9StH8M,1367,2048,"['<a href=""https://maps.google.com/maps/contrib/105201141745200764258"">Karina and Maks Photography</a>']"
AW30NDzKb2mGoLNg7YaoHYprvpFaAYxm12NN1sVDBoxot3eUDu0UtC3QM0rD3EUsnl6jhJ0hKeLodQd6SarzV87v0PCWfrVk3OfJin_Esay3xbn2OAsZqk52HweSRcPFQsBZ9lycHxfgCNGdN7TXUiXSUt9tZw7kJB5WiSGlxSgWAYiYg4cT,ChIJkxfV22gOllQRsg6ngubxivI,1365,2048,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
AW30NDymLbQRpIJ0Rww73L6dsTJJpm8kXUUIa0My6AnJ-8sl0U9bAuK-kMpGh_9Mn9F3ghUD_MrQhJCX9zfw4GlIx6aZbUsQyvgVA1LS8xU5AhNUypewlxl3U9NdI8vjiPdaRUs7AeMmde4eOmg07qnupq7BHbGKXQWmYpP43LXUIwND41Du,ChIJkxfV22gOllQRsg6ngubxivI,1000,1000,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
AW30NDx0FtEVSGybrrVisF2r56Hh57pNUzzihZ5VI9TMNh2DKINtqY347nWiHnVfvpd2YSjdTPaOH22OxC_FjikAVvThU60pRCTsOnghoAgsPG0piKFv7sg2QzDsgdn7m08v-7I6V64_r_Q8pivMxuJPT1cLI5U1FuMA0feHWYuKk3RG1ulU,ChIJkxfV22gOllQRsg6ngubxivI,800,1200,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
AW30NDw18L2810js5Ttu9hdoyX64Dz1ft1K5zt1xzyraJXRGZij0IpekFKin_HNpNuUbH7U-s5ZYzyc5gW4O8xASuzcXOXE_O5mXvVFz0plEOFunbnx8ncWfE12S6bGqq5ZIWORIEm-t0TuUSt1B7wygn78BrmcUykZAh_6YJj3GynL1oE9h,ChIJkxfV22gOllQRsg6ngubxivI,4841,3174,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
AW30NDwfI2z3gVXOQNqBM2FMVLWhsQyrPeD9A3gKO8uOMMIHRa8wqKp988iTEM-LrFSE7BReynaQa-ZnOwprx4MI9EPZ4Pqs2WAmsQPcadp5vVooQImDyEPtmoBfXuA8bqlCb_rJn3MOoXLmEzJcTX6c9dC4DhIS-XGFHwqGaqJaSoe5fmbl,ChIJkxfV22gOllQRsg6ngubxivI,1512,2016,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
AW30NDxY6sHY4Scit0mQZCbpUrF0SU6m5B9EBxjZbvnNbhiHHcEhJpicn1m7lMkS6mSoFnI_-Aq6qxQJGVr8lStCpaQk-MWizX6yXeDFP1QVozELzM2gpkT6q6pmYkj1-q1VWpAXsA1K3NVQFpxtJnJj635lksCy3iNl-s2LhhvrPZPYVYcR,ChIJkxfV22gOllQRsg6ngubxivI,800,1200,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
AW30NDzmYpUfGXtj4c5rhCPNDodFVNz9WsRgiW7tXX8KfsAOspIgUK2HZViS4HAPtZTWS6E8D6vIBSl-dIzAFjlccVtBv7KN2Ob6IjqieHUUhSn4GtYAYpD4YpE0ZEnJHv0G3pg2abOKfKjkwQz6fihQ_Ngkf05YMB14Ynrfy8wZfCReBZnu,ChIJkxfV22gOllQRsg6ngubxivI,788,1200,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
AW30NDwiMdWGQcDIuQmcpTuWtWDb-clTwDNqle55DP9_h5sZKOrZMrwn3nLxYrRoi0XJtEw70ZYTs-8FoTBW4x4vGj12SUvGUp8YU2YLi2L3E7M4xea43VqFiCkQE2UVw0C9UOrrb-oXj1741ohWw6Z3gj--S79okzZEXfEIQdM7rQWaQrvd,ChIJkxfV22gOllQRsg6ngubxivI,3024,4032,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
AW30NDy2nnl1E_0vGdRwiUXThZHAMT6IelMmNSC7HG7AumWN4MuUUuhiH5lE1NvmyhfX8EJcwkNcpfD6CVNK3LE2ATlvzylwNJSXdHx9X6W9yYR-_RXwfSNLr9yRjU2YPaHouTwtYkQL_-tMYGI-MSsc-XMWkEdSTxLvaFYDpuQmB25eUeQG,ChIJkxfV22gOllQRsg6ngubxivI,885,1200,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
AW30NDwC91y3ryNOibPsPKzc1Zu5CvDM2L7iyy0_fEkZLnypHxumUMQ4WTpku7zJxSQQRCYx86nWC-gY4HpKoFFkcC0B4fES2ZjqXFYYwClJzlPywfH80n4d2V6rykdy2fy_-79zd1dzeKON7fvqL9r_hqGeEinQ2M-8k06gbEE1i1PeUBeg,ChIJkxfV22gOllQRsg6ngubxivI,800,1200,"['<a href=""https://maps.google.com/maps/contrib/112643062034465363322"">The Pines 1852</a>']"
