price,rating,title,source,designation,winery,category,vintage,ava,region,province,country,varietal
$15,89,O'Reilly's 2006 Pinot Noir (Oregon),Wine Enthusiast,,O'Reilly's,Red,2006,,Oregon Other,Oregon,US,Pinot Noir
$24,88,Sineann 2006 Abondante Red Wine Red (Oregon),Wine Enthusiast,Abondante Red Wine,Sineann,Red,2006,,Oregon Other,Oregon,US,Red Blends
$16,88,Sineann 2006 Red Table Wine Red (Oregon),Wine Enthusiast,Red Table Wine,Sineann,Red,2006,,Oregon Other,Oregon,US,Red Blends
$64,93,Sineann 2006 Lazare Vineyards Cabernet Sauvignon (Napa Valley),Wine Enthusiast,Lazare Vineyards,Sineann,Red,2006,Napa Valley,Napa,California,US,Cabernet Sauvignon
$16,90,A to Z 2006 Chardonnay (Oregon),Wine Enthusiast,,A to Z,White,2006,,Oregon Other,Oregon,US,Chardonnay
$20,88,A to Z 2004 Night & Day Red Wine Red (Oregon),Wine Enthusiast,Night & Day Red Wine,A to Z,Red,2004,,Oregon Other,Oregon,US,Red Blends
$29,88,King Estate 2006 Signature Collection Pinot Noir (Oregon),Wine Enthusiast,Signature Collection,King Estate,Red,2006,,Oregon Other,Oregon,US,Pinot Noir
$13,86,A to Z 2006 Rosé (Oregon),Wine Enthusiast,,A to Z,Rose,2006,,Oregon Other,Oregon,US,Rosé
$35,86,Capitello 2005 Pinot Noir (Willamette Valley),Wine Enthusiast,,Capitello,Red,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$48,94,Sineann 2006 Resonance Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Resonance Vineyard,Sineann,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$44,92,Chehalem 2005 Corral Creek Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Corral Creek Vineyard,Chehalem,Red,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$35,88,I'M 2005 Oregon Pinot Noir (Willamette Valley),Wine Enthusiast,Oregon,I'M,Red,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,88,Del Rio 2006 Pinot Gris (Rogue Valley),Wine Enthusiast,,Del Rio,White,2006,Rogue Valley,Southern Oregon,Oregon,US,Pinot Gris
$36,88,Tyrus Evan 2005 Del Rio Vineyard Syrah (Rogue Valley),Wine Enthusiast,Del Rio Vineyard,Tyrus Evan,Red,2005,Rogue Valley,Southern Oregon,Oregon,US,Syrah
$19,87,Siduri 2006 Pinot Noir (Willamette Valley),Wine Enthusiast,,Siduri,Red,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,86,Evergreen 2006 Spruce Goose Pinot Gris (Willamette Valley),Wine Enthusiast,Spruce Goose,Evergreen,White,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$12,86,Oak Knoll 2006 Pinot Gris (Willamette Valley),Wine Enthusiast,,Oak Knoll,White,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$36,92,Sineann 2005 Merlot (Columbia Valley (WA)),Wine Enthusiast,,Sineann,Red,2005,Columbia Valley (WA),Columbia Valley,Washington,US,Merlot
$65,91,Torii Mor 2005 Olson Vineyard Pinot Noir (Dundee Hills),Wine Enthusiast,Olson Vineyard,Torii Mor,Red,2005,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$75,90,Domaine Serene 2004 Jerusalem Hill Vineyard Pinot Noir (Willamette Valley),Wine Enthusiast,Jerusalem Hill Vineyard,Domaine Serene,Red,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$36,89,WillaKenzie Estate 2004 Aliette Pinot Noir (Willamette Valley),Wine Enthusiast,Aliette,WillaKenzie Estate,Red,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,88,Erath 2005 Estate Selection Pinot Noir (Dundee Hills),Wine Enthusiast,Estate Selection,Erath,Red,2005,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$25,88,Coelho 2005 Paciência Pinot Noir (Oregon),Wine Enthusiast,Paciência,Coelho,Red,2005,,Oregon Other,Oregon,US,Pinot Noir
$18,88,Abacela 2005 Merlot (Southern Oregon),Wine Enthusiast,,Abacela,Red,2005,,Southern Oregon,Oregon,US,Merlot
$24,88,Eola Hills 2005 La Creole Reserve Pinot Noir (Oregon),Wine Enthusiast,La Creole Reserve,Eola Hills,Red,2005,,Oregon Other,Oregon,US,Pinot Noir
$16,87,Sineann 2005 Red Table Wine Red (Oregon),Wine Enthusiast,Red Table Wine,Sineann,Red,2005,,Oregon Other,Oregon,US,Red Blends
$14,87,Firesteed 2005 Pinot Noir (Oregon),Wine Enthusiast,,Firesteed,Red,2005,,Oregon Other,Oregon,US,Pinot Noir
$23,87,WillaKenzie Estate 2005 Pinot Noir (Willamette Valley),Wine Enthusiast,,WillaKenzie Estate,Red,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$13,87,Cayalla 2005 RTW Red (Columbia Valley (WA)),Wine Enthusiast,RTW,Cayalla,Red,2005,Columbia Valley (WA),Columbia Valley,Washington,US,Red Blends
$12,87,Willamette Valley Vineyards 2006 Riesling (Oregon),Wine Enthusiast,,Willamette Valley Vineyards,White,2006,,Oregon Other,Oregon,US,Riesling
$14,86,Erath 2006 Pinot Gris (Oregon),Wine Enthusiast,,Erath,White,2006,,Oregon Other,Oregon,US,Pinot Gris
$65,86,Dobbes Family Estate 2005 Meyer Vineyard Pinot Noir (Dundee Hills),Wine Enthusiast,Meyer Vineyard,Dobbes Family Estate,Red,2005,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$10,85,Bridgeview 2006 Blue Moon Riesling (Oregon),Wine Enthusiast,Blue Moon,Bridgeview,White,2006,,Oregon Other,Oregon,US,Riesling
$20,84,Airlie 2005 Pinot Noir (Willamette Valley),Wine Enthusiast,,Airlie,White,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$29,84,Cherry Hill 2005 Estate Pinot Noir (Willamette Valley),Wine Enthusiast,Estate,Cherry Hill,Red,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$12,82,Château Bianca 2006 Pinot Gris (Willamette Valley),Wine Enthusiast,,Château Bianca,White,2006,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$20,81,Melrose 2004 Merlot (Umpqua Valley),Wine Enthusiast,,Melrose,Red,2004,Umpqua Valley,Southern Oregon,Oregon,US,Merlot
$20,84,Spangler Vineyards 2005 Merlot (Southern Oregon),Wine Enthusiast,,Spangler Vineyards,Red,2005,,Southern Oregon,Oregon,US,Merlot
$39,92,Carabella 2004 Estate Pinot Noir (Willamette Valley),Wine Enthusiast,Estate,Carabella,Red,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$23,90,Ponzi 2005 Tavola Pinot Noir (Willamette Valley),Wine Enthusiast,Tavola,Ponzi,Red,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$19,89,Abacela 2004 Merlot (Southern Oregon),Wine Enthusiast,,Abacela,Red,2004,,Southern Oregon,Oregon,US,Merlot
$45,89,Le Cadeau 2004 Rocheux Pinot Noir (Willamette Valley),Wine Enthusiast,Rocheux,Le Cadeau,Red,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$24,89,Eola Hills 2004 Reserve Pinot Noir (Oregon),Wine Enthusiast,Reserve,Eola Hills,Red,2004,,Oregon Other,Oregon,US,Pinot Noir
$24,88,Abacela 2005 Grenache (Southern Oregon),Wine Enthusiast,,Abacela,Red,2005,,Southern Oregon,Oregon,US,Grenache
$18,87,Dobbes Family Estate 2005 Pinot Noir (Oregon),Wine Enthusiast,,Dobbes Family Estate,Red,2005,,Oregon Other,Oregon,US,Pinot Noir
$32,85,Montinore 2004 Parson's Ridge Pinot Noir (Willamette Valley),Wine Enthusiast,Parson's Ridge,Montinore,Red,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$26,86,Lowden Hills 2003 Birch Creel Cabernet Sauvignon (Walla Walla Valley (WA)),Wine Enthusiast,Birch Creel,Lowden Hills,Red,2003,Walla Walla Valley (WA),Columbia Valley,Washington,US,Cabernet Sauvignon
$16,88,King Estate 2004 Pinot Gris (Oregon),Wine Enthusiast,,King Estate,White,2004,,Oregon Other,Oregon,US,Pinot Gris
$34,88,De Ponte Cellars 2004 Pinot Noir (Dundee Hills),Wine Enthusiast,,De Ponte Cellars,Red,2004,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$30,87,Patton Valley 2004 Pinot Noir (Willamette Valley),Wine Enthusiast,,Patton Valley,Red,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$26,86,King Estate 2004 Pinot Noir (Oregon),Wine Enthusiast,,King Estate,Red,2004,,Oregon Other,Oregon,US,Pinot Noir
$29,85,Anam Cara 2004 Nicholas Estate Pinot Noir (Willamette Valley),Wine Enthusiast,Nicholas Estate,Anam Cara,Red,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,88,Sineann 2005 Pinot Noir (Oregon),Wine Enthusiast,,Sineann,Red,2005,,Oregon Other,Oregon,US,Pinot Noir
$16,87,Andrew Rich 2004 Red (Columbia Valley (WA)),Wine Enthusiast,,Andrew Rich,Red,2004,Columbia Valley (WA),Columbia Valley,Washington,US,Red Blends
$49,94,Rex Hill 2004 Maresh Vineyard Pinot Noir (Oregon),Wine Enthusiast,Maresh Vineyard,Rex Hill,Red,2004,,Oregon Other,Oregon,US,Pinot Noir
$75,94,Rex Hill 2004 Maresh Vineyard Loie's Block Pinot Noir (Oregon),Wine Enthusiast,Maresh Vineyard Loie's Block,Rex Hill,Red,2004,,Oregon Other,Oregon,US,Pinot Noir
$49,92,Rex Hill 2004 Jacob-Hart Vineyard Pinot Noir (Oregon),Wine Enthusiast,Jacob-Hart Vineyard,Rex Hill,Red,2004,,Oregon Other,Oregon,US,Pinot Noir
$35,90,Scott Paul 2004 La Paulée Pinot Noir (Willamette Valley),Wine Enthusiast,La Paulée,Scott Paul,Red,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$23,89,Abacela 2005 Albariño (Southern Oregon),Wine Enthusiast,,Abacela,White,2005,,Southern Oregon,Oregon,US,Albariño
$25,89,Abacela 2003 Syrah (Southern Oregon),Wine Enthusiast,,Abacela,Red,2003,,Southern Oregon,Oregon,US,Syrah
$17,88,Ponzi 2005 Pinot Blanc (Willamette Valley),Wine Enthusiast,,Ponzi,White,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$13,88,O'Reilly's 2005 Pinot Gris (Oregon),Wine Enthusiast,,O'Reilly's,White,2005,,Oregon Other,Oregon,US,Pinot Gris
$27,87,Brandborg 2003 Northern Reach Pinot Noir (Umpqua Valley),Wine Enthusiast,Northern Reach,Brandborg,Red,2003,Umpqua Valley,Southern Oregon,Oregon,US,Pinot Noir
$75,86,Archery Summit 2003 Arcus Estate Pinot Noir (Willamette Valley),Wine Enthusiast,Arcus Estate,Archery Summit,Red,2003,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,86,O'Reilly's 2005 Pinot Noir (Oregon),Wine Enthusiast,,O'Reilly's,Red,2005,,Oregon Other,Oregon,US,Pinot Noir
$12,87,Duck Pond 2005 Pinot Gris (Willamette Valley),Wine Enthusiast,,Duck Pond,White,2005,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$30,91,Hamacher 2002 Cuvée Forêts Diverses Chardonnay (Willamette Valley),Wine Enthusiast,Cuvée Forêts Diverses,Hamacher,White,2002,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$25,90,Soléna 2003 Grand Cuvée Pinot Noir (Willamette Valley),Wine Enthusiast,Grand Cuvée,Soléna,Red,2003,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$20,88,Abacela 2003 Tempranillo (Umpqua Valley),Wine Enthusiast,,Abacela,Red,2003,Umpqua Valley,Southern Oregon,Oregon,US,Tempranillo
$24,91,Daedalus 2003 Syrah (Columbia Valley (OR)),Wine Enthusiast,,Daedalus,Red,2003,Columbia Valley (OR),Oregon Other,Oregon,US,Syrah
$24,90,Daedalus 2003 Pinot Noir (Willamette Valley),Wine Enthusiast,,Daedalus,Red,2003,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$28,90,Rex Hill 2003 Dundee Hills Cuvée Pinot Noir (Dundee Hills),Wine Enthusiast,Dundee Hills Cuvée,Rex Hill,Red,2003,Dundee Hills,Willamette Valley,Oregon,US,Pinot Noir
$39,88,Rex Hill 2003 Reserve Pinot Noir (Oregon),Wine Enthusiast,Reserve,Rex Hill,Red,2003,,Oregon Other,Oregon,US,Pinot Noir
$15,91,ElvenGlade 2004 Pinot Gris (Yamhill County),Wine Enthusiast,,ElvenGlade,White,2004,Yamhill County,Willamette Valley,Oregon,US,Pinot Gris
$13,85,Wine by Joe 2004 Pinot Gris (Oregon),Wine Enthusiast,,Wine by Joe,White,2004,,Oregon Other,Oregon,US,Pinot Gris
$12,85,Foris 2004 Pinot Gris (Rogue Valley),Wine Enthusiast,,Foris,White,2004,Rogue Valley,Southern Oregon,Oregon,US,Pinot Gris
$30,89,Abacela 2003 Estate Tempranillo (Southern Oregon),Wine Enthusiast,Estate,Abacela,Red,2003,,Southern Oregon,Oregon,US,Tempranillo
$20,88,Ponzi 2004 Arneis (Willamette Valley),Wine Enthusiast,,Ponzi,White,2004,Willamette Valley,Willamette Valley,Oregon,US,Arneis
$20,88,Argyle 2004 Pinot Noir (Willamette Valley),Wine Enthusiast,,Argyle,Red,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$18,87,WillaKenzie Estate 2004 Pinot Blanc (Willamette Valley),Wine Enthusiast,,WillaKenzie Estate,White,2004,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$45,90,Dobbes Family Estate 2002 Fortmiller Vineyard Syrah (Rogue Valley),Wine Enthusiast,Fortmiller Vineyard,Dobbes Family Estate,Red,2002,Rogue Valley,Southern Oregon,Oregon,US,Syrah
$17,90,Elk Cove 2004 Riesling (Willamette Valley),Wine Enthusiast,,Elk Cove,White,2004,Willamette Valley,Willamette Valley,Oregon,US,Riesling
$18,89,Abacela 2002 Merlot (Oregon),Wine Enthusiast,,Abacela,Red,2002,,Oregon Other,Oregon,US,Merlot
$10,87,Firesteed 2003 Pinot Noir (Oregon),Wine Enthusiast,,Firesteed,Red,2003,,Oregon Other,Oregon,US,Pinot Noir
$30,86,Griffin Creek 2000 Merlot (Rogue Valley),Wine Enthusiast,,Griffin Creek,Red,2000,Rogue Valley,Southern Oregon,Oregon,US,Merlot
$15,86,King Estate 2003 Pinot Gris (Oregon),Wine Enthusiast,,King Estate,White,2003,,Oregon Other,Oregon,US,Pinot Gris
$18,85,Willamette Valley Vineyards 2004 Whole Cluster Fermented Pinot Noir (Oregon),Wine Enthusiast,Whole Cluster Fermented,Willamette Valley Vineyards,Red,2004,,Oregon Other,Oregon,US,Pinot Noir
$12,87,Sineann 2003 Red Table Wine Red (Oregon),Wine Enthusiast,Red Table Wine,Sineann,Red,2003,,Oregon Other,Oregon,US,Red Blends
$35,91,Cristom 2002 Reserve Pinot Noir (Willamette Valley),Wine Enthusiast,Reserve,Cristom,Red,2002,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$50,91,King Estate 2001 Domaine Pinot Noir (Oregon),Wine Enthusiast,Domaine,King Estate,White,2001,,Oregon Other,Oregon,US,Pinot Noir
$15,89,Rex Hill 2002 Sauvignon Blanc (Oregon),Wine Enthusiast,,Rex Hill,White,2002,,Oregon Other,Oregon,US,Sauvignon Blanc
$25,88,Cristom 2003 Viognier (Willamette Valley),Wine Enthusiast,,Cristom,White,2003,Willamette Valley,Willamette Valley,Oregon,US,Viognier
$30,88,Velocity 2002 Red Wine Red (Rogue Valley),Wine Enthusiast,Red Wine,Velocity,Red,2002,Rogue Valley,Southern Oregon,Oregon,US,Red Blends
$22,87,Abacela 2003 Grenache (Umpqua Valley),Wine Enthusiast,,Abacela,Red,2003,Umpqua Valley,Southern Oregon,Oregon,US,Grenache
$9,88,Ridgefield 2002 Pinot Gris (Red Mountain),Wine Enthusiast,,Ridgefield,White,2002,Red Mountain,Columbia Valley,Washington,US,Pinot Gris
$10,87,Hogue 2003 Pinot Grigio (Columbia Valley (WA)),Wine Enthusiast,,Hogue,White,2003,Columbia Valley (WA),Columbia Valley,Washington,US,Pinot Grigio
$30,86,Rex Hill 2001 Southern Oregon Cuvee Pinot Noir (Oregon),Wine Enthusiast,Southern Oregon Cuvee,Rex Hill,Red,2001,,Oregon Other,Oregon,US,Pinot Noir
$16,90,Willamette Valley Vineyards 2002 Founders' Reserve Sauvignon Blanc (Oregon),Wine Enthusiast,Founders' Reserve,Willamette Valley Vineyards,White,2002,,Oregon Other,Oregon,US,Sauvignon Blanc
$13,90,Brooks 2002 Amycas White White (Willamette Valley),Wine Enthusiast,Amycas White,Brooks,White,2002,Willamette Valley,Willamette Valley,Oregon,US,White Blend
$18,85,Paschal 2001 Estate Grown Chardonnay (Rogue Valley),Wine Enthusiast,Estate Grown,Paschal,White,2001,Rogue Valley,Southern Oregon,Oregon,US,Chardonnay
$18,88,Abacela 2000 Merlot (Umpqua Valley),Wine Enthusiast,,Abacela,Red,2000,Umpqua Valley,Southern Oregon,Oregon,US,Merlot
$18,82,Silvan Ridge 2001 Del Rio Vineyards Viognier (Rogue Valley),Wine Enthusiast,Del Rio Vineyards,Silvan Ridge,White,2001,Rogue Valley,Southern Oregon,Oregon,US,Viognier
$18,80,Paschal 2001 Pinot Gris (Rogue Valley),Wine Enthusiast,,Paschal,White,2001,Rogue Valley,Southern Oregon,Oregon,US,Pinot Gris
$20,89,Elk Cove 2000 Pinot Noir (Willamette Valley),Wine Enthusiast,,Elk Cove,Red,2000,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$15,85,Amity 2000 Eco-Wine Pinot Noir (Oregon),Wine Enthusiast,Eco-Wine,Amity,Red,2000,,Oregon Other,Oregon,US,Pinot Noir
$18,91,Abacela 2000 Malbec (Umpqua Valley),Wine Enthusiast,,Abacela,Red,2000,Umpqua Valley,Southern Oregon,Oregon,US,Malbec
$28,88,Patton Valley 2000 Pinot Noir (Oregon),Wine Enthusiast,,Patton Valley,Red,2000,,Oregon Other,Oregon,US,Pinot Noir
$14,85,Amity 2001 Eco-Wine Pinot Noir (Oregon),Wine Enthusiast,Eco-Wine,Amity,Red,2001,,Oregon Other,Oregon,US,Pinot Noir
$18,81,Griffin Creek 2001 Pinot Gris (Rogue Valley),Wine Enthusiast,,Griffin Creek,White,2001,Rogue Valley,Southern Oregon,Oregon,US,Pinot Gris
$18,81,Willamette Valley Vineyards 2001 Founders' Reserve Pinot Gris (Willamette Valley),Wine Enthusiast,Founders' Reserve,Willamette Valley Vineyards,White,2001,Willamette Valley,Willamette Valley,Oregon,US,Pinot Gris
$22,87,Sebastiani 1999 Pinot Noir (Russian River Valley),Wine Enthusiast,,Sebastiani,Red,1999,Russian River Valley,Sonoma,California,US,Pinot Noir
$75,86,Archery Summit 1999 Red Hills Estate Pinot Noir (Willamette Valley),Wine Enthusiast,Red Hills Estate,Archery Summit,Red,1999,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$16,85,Cambria 2000 Tepusquet Vineyard Viognier (Santa Maria Valley),Wine Enthusiast,Tepusquet Vineyard,Cambria,White,2000,Santa Maria Valley,Central Coast,California,US,Viognier
$16,85,Table Rock 1999 Pinot Noir (Rogue Valley),Wine Enthusiast,,Table Rock,Red,1999,Rogue Valley,Southern Oregon,Oregon,US,Pinot Noir
$20,92,WillaKenzie Estate 2001 Pinot Gris (Oregon),Wine Enthusiast,,WillaKenzie Estate,White,2001,,Oregon Other,Oregon,US,Pinot Gris
$25,89,WillaKenzie Estate 1999 Estelle Chardonnay (Willamette Valley),Wine Enthusiast,Estelle,WillaKenzie Estate,White,1999,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$24,85,Paschal 1998 Syrah-Cabernet (Oregon),Wine Enthusiast,,Paschal,Red,1998,,Oregon Other,Oregon,US,Syrah-Cabernet
$15,85,Abacela 1999 Malbec (Umpqua Valley),Wine Enthusiast,,Abacela,Red,1999,Umpqua Valley,Southern Oregon,Oregon,US,Malbec
$18,84,Weisinger's of Ashland NV Mescolare Red Wine Red (Oregon),Wine Enthusiast,Mescolare Red Wine,Weisinger's of Ashland,Red,,,Oregon Other,Oregon,US,Red Blends
$12,91,Adelsheim 2000 Pinot Blanc (Oregon),Wine Enthusiast,,Adelsheim,White,2000,,Oregon Other,Oregon,US,Pinot Blanc
$36,90,Adelsheim 1999 Goldschmidt Vineyard Pinot Noir (Yamhill County),Wine Enthusiast,Goldschmidt Vineyard,Adelsheim,Red,1999,Yamhill County,Willamette Valley,Oregon,US,Pinot Noir
$15,87,Kings Ridge 2000 Pinot Noir (Oregon),Wine Enthusiast,,Kings Ridge,Red,2000,,Oregon Other,Oregon,US,Pinot Noir
$10,86,Bridgeview 2000 Gewürztraminer (Oregon),Wine Enthusiast,,Bridgeview,White,2000,,Oregon Other,Oregon,US,Gewürztraminer
$18,85,Foris 1998 Merlot (Rogue Valley),Wine Enthusiast,,Foris,Red,1998,Rogue Valley,Southern Oregon,Oregon,US,Merlot
$10,83,Ashland Vineyards 1999 Pinot Gris (Rogue Valley),Wine Enthusiast,,Ashland Vineyards,White,1999,Rogue Valley,Southern Oregon,Oregon,US,Pinot Gris
$20,85,Desert Wind 1999 Desert Wind Vineyard Merlot (Columbia Valley (WA)),Wine Enthusiast,Desert Wind Vineyard,Desert Wind,Red,1999,Columbia Valley (WA),Columbia Valley,Washington,US,Merlot
$35,89,Argyle 1996 Knutsen Vineyard Brut  (Willamette Valley),Wine Enthusiast,Knutsen Vineyard Brut,Argyle,Sparkling,1996,Willamette Valley,Willamette Valley,Oregon,US,Champagne Blend
$75,90,Archery Summit 1999 Arcus Estate Pinot Noir (Oregon),Wine Enthusiast,Arcus Estate,Archery Summit,Red,1999,,Oregon Other,Oregon,US,Pinot Noir
$14,85,Eugene Wine Cellars 1999 Melon (Oregon),Wine Enthusiast,,Eugene Wine Cellars,White,1999,,Oregon Other,Oregon,US,Melon
$14,85,Eugene Wine Cellars 1999 Pinot Gris (Oregon),Wine Enthusiast,,Eugene Wine Cellars,White,1999,,Oregon Other,Oregon,US,Pinot Gris
$12,85,Château Bianca 1999 Pinot Blanc (Willamette Valley),Wine Enthusiast,,Château Bianca,White,1999,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$7,85,Bridgeview 1999 Chardonnay (Oregon),Wine Enthusiast,,Bridgeview,White,1999,,Oregon Other,Oregon,US,Chardonnay
$18,84,Eugene Wine Cellars 1999 Viognier (Oregon),Wine Enthusiast,,Eugene Wine Cellars,White,1999,,Oregon Other,Oregon,US,Viognier
$9,84,Henry Estate 2000 Muller Thurgau White (Umpqua Valley),Wine Enthusiast,Muller Thurgau,Henry Estate,White,2000,Umpqua Valley,Southern Oregon,Oregon,US,White Blend
$23,83,Eugene Wine Cellars 1999 Syrah (Oregon),Wine Enthusiast,,Eugene Wine Cellars,Red,1999,,Oregon Other,Oregon,US,Syrah
$15,82,Eugene Wine Cellars 1999 Pinot Noir (Oregon),Wine Enthusiast,,Eugene Wine Cellars,Red,1999,,Oregon Other,Oregon,US,Pinot Noir
$12,86,Chatter Creek 2000 Pinot Gris (Washington),Wine Enthusiast,,Chatter Creek,White,2000,Washington,Washington Other,Washington,US,Pinot Gris
$15,87,Evesham Wood 1998 Pinot Noir (Willamette Valley),Wine Enthusiast,,Evesham Wood,Red,1998,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$30,87,Argyle 1996 Knudsen Vyd Julia Lee's Block Blanc de Blancs  (Willamette Valley),Wine Enthusiast,Knudsen Vyd Julia Lee's Block Blanc de Blancs,Argyle,Sparkling,1996,Willamette Valley,Willamette Valley,Oregon,US,Champagne Blend
$14,80,Amity 1999 Eco Wine Cattrall Brothers Pinot Noir (Oregon),Wine Enthusiast,Eco Wine Cattrall Brothers,Amity,Red,1999,,Oregon Other,Oregon,US,Pinot Noir
$30,88,Cristom 1997 Reserve Pinot Noir (Willamette Valley),Wine Enthusiast,Reserve,Cristom,Red,1997,Willamette Valley,Willamette Valley,Oregon,US,Pinot Noir
$18,90,Ponzi 1998 Arneis (Willamette Valley),Wine Enthusiast,,Ponzi,White,1998,Willamette Valley,Willamette Valley,Oregon,US,Arneis
$12,86,Tyee 1996 Pinot Blanc (Willamette Valley),Wine Enthusiast,,Tyee,White,1996,Willamette Valley,Willamette Valley,Oregon,US,Pinot Blanc
$35,92,Cameron 1997 Clos Electrique Chardonnay (Willamette Valley),Wine Enthusiast,Clos Electrique,Cameron,White,1997,Willamette Valley,Willamette Valley,Oregon,US,Chardonnay
$15,90,Torii Mor 1998 Pinot Gris (Yamhill County),Wine Enthusiast,,Torii Mor,White,1998,Yamhill County,Willamette Valley,Oregon,US,Pinot Gris
$15,87,WillaKenzie Estate 1997 Pinot Grigio (Willamette Valley),Wine Enthusiast,,WillaKenzie Estate,White,1997,Willamette Valley,Willamette Valley,Oregon,US,Pinot Grigio
